DexNum,Name,AbilityTextDump
160,Feraligatr,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/torrent.shtml""><b>Torrent</b></a>: When HP is below 1/3rd its maximum, power of Water-type moves is increased by 50%. <br>
<b>Hidden Ability</b> <i>(Available through transfer)</i>: <br><a href=""/abilitydex/sheerforce.shtml""><b>Sheer Force</b></a>: Moves with a secondary effect are increased in power by 30% but lose their secondary effect </td>"
161,Sentret,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/runaway.shtml""><b>Run Away</b></a>: Except for trainer battles, can always run from battle. It still cannot switch during Mean Look or Block or when the opponent is trapping with the Arena Trap, Magnet Pull, or Shadow Tag ability. <br>
<a href=""/abilitydex/keeneye.shtml""><b>Keen Eye</b></a>: Opponent cannot lower this Pokémon’s accuracy. The Pokémon ignores evasion boosts of the opponent <br>
<b>Hidden Ability</b> <i>(Available through transfer)</i>: <br><a href=""/abilitydex/frisk.shtml""><b>Frisk</b></a>: Reveals the foe’s held item. </td>"
162,Furret,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/runaway.shtml""><b>Run Away</b></a>: Except for trainer battles, can always run from battle. It still cannot switch during Mean Look or Block or when the opponent is trapping with the Arena Trap, Magnet Pull, or Shadow Tag ability. <br>
<a href=""/abilitydex/keeneye.shtml""><b>Keen Eye</b></a>: Opponent cannot lower this Pokémon’s accuracy. The Pokémon ignores evasion boosts of the opponent <br>
<b>Hidden Ability</b> <i>(Available through transfer)</i>: <br><a href=""/abilitydex/frisk.shtml""><b>Frisk</b></a>: Reveals the foe’s held item. </td>"
163,Hoothoot,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/insomnia.shtml""><b>Insomnia</b></a>: The Pokémon cannot be put to Sleep while having this ability. <br>
<a href=""/abilitydex/keeneye.shtml""><b>Keen Eye</b></a>: Opponent cannot lower this Pokémon’s accuracy. The Pokémon ignores evasion boosts of the opponent <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/tintedlens.shtml""><b>Tinted Lens</b></a>: The power of “not very effective” moves is doubled. </td>"
164,Noctowl,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/insomnia.shtml""><b>Insomnia</b></a>: The Pokémon cannot be put to Sleep while having this ability. <br>
<a href=""/abilitydex/keeneye.shtml""><b>Keen Eye</b></a>: Opponent cannot lower this Pokémon’s accuracy. The Pokémon ignores evasion boosts of the opponent <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/tintedlens.shtml""><b>Tinted Lens</b></a>: The power of “not very effective” moves is doubled. </td>"
165,Ledyba,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/swarm.shtml""><b>Swarm</b></a>: When HP is below 1/3rd its maximum, power of Bug-type moves is increased by 50%. <br>
<a href=""/abilitydex/earlybird.shtml""><b>Early Bird</b></a>: Sleep conditions lasts for half as long, rounding down. For example, half of three turns is 1.5, which rounds down to one turn. When the number of turns to sleep is one, half of this rounded down is zero, and the Pokémon wakes up instantly. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/rattled.shtml""><b>Rattled</b></a>: Speed is raised by one stage when the Pokémon is hit by a Bug-type, Ghost-type or Dark-type move </td>"
166,Ledian,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/swarm.shtml""><b>Swarm</b></a>: When HP is below 1/3rd its maximum, power of Bug-type moves is increased by 50%. <br>
<a href=""/abilitydex/earlybird.shtml""><b>Early Bird</b></a>: Sleep conditions lasts for half as long, rounding down. For example, half of three turns is 1.5, which rounds down to one turn. When the number of turns to sleep is one, half of this rounded down is zero, and the Pokémon wakes up instantly. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/ironfist.shtml""><b>Iron Fist</b></a>: The power of punching moves is increased by 20%. </td>"
167,Spinarak,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/swarm.shtml""><b>Swarm</b></a>: When HP is below 1/3rd its maximum, power of Bug-type moves is increased by 50%. <br>
<a href=""/abilitydex/insomnia.shtml""><b>Insomnia</b></a>: The Pokémon cannot be put to Sleep while having this ability. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/sniper.shtml""><b>Sniper</b></a>: Power of critical-hit moves is increased to 225% rather than 150%. </td>"
168,Ariados,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/swarm.shtml""><b>Swarm</b></a>: When HP is below 1/3rd its maximum, power of Bug-type moves is increased by 50%. <br>
<a href=""/abilitydex/insomnia.shtml""><b>Insomnia</b></a>: The Pokémon cannot be put to Sleep while having this ability. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/sniper.shtml""><b>Sniper</b></a>: Power of critical-hit moves is increased to 225% rather than 150%. </td>"
169,Crobat,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/innerfocus.shtml""><b>Inner Focus</b></a>: This Pokémon will not flinch. Does not prevent flinching with Focus Punch. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/infiltrator.shtml""><b>Infiltrator</b></a>: The protections and stat boosts caused by the moves Substitute, Reflect, Light Screen and Safeguard by the opponent are ignored. </td>"
170,Chinchou,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/voltabsorb.shtml""><b>Volt Absorb</b></a>: The Pokémon heals up to 1/4 of its maximum Hit Points when hit with Electric-type moves. <br>
<a href=""/abilitydex/illuminate.shtml""><b>Illuminate</b></a>: Raises the likelihood of meeting wild Pokémon by illuminating the surroundings. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/waterabsorb.shtml""><b>Water Absorb</b></a>: The Pokémon heals up to 1/4 of its maximum Hit Points when hit with Water-type moves. </td>"
171,Lanturn,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/voltabsorb.shtml""><b>Volt Absorb</b></a>: The Pokémon heals up to 1/4 of its maximum Hit Points when hit with Electric-type moves. <br>
<a href=""/abilitydex/illuminate.shtml""><b>Illuminate</b></a>: Raises the likelihood of meeting wild Pokémon by illuminating the surroundings. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/waterabsorb.shtml""><b>Water Absorb</b></a>: The Pokémon heals up to 1/4 of its maximum Hit Points when hit with Water-type moves. </td>"
172,Pichu,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/static.shtml""><b>Static</b></a>: The opponent has a 30% chance of being induced with PARALYZE when using an attack, that requires physical contact, against this Pokémon. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/lightningrod.shtml""><b>Lightning Rod</b></a>: Electric-type moves are drawn to this Pokémon. Electric-type moves will do no damage and the Pokémon's SP ATK is raised one stage. </td>"
173,Cleffa,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/cutecharm.shtml""><b>Cute Charm</b></a>: The opponent has a 30% chance of being induced with Attract when using an attack, that requires physical contact, against this Pokémon. <br>
<a href=""/abilitydex/magicguard.shtml""><b>Magic Guard</b></a>: Prevents all damage except from direct-attack moves. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/friendguard.shtml""><b>Friend Guard</b></a>: In Double &amp; Triple battles, the damage that ally Pokémon receive from attacks is reduced by 25%. </td>"
174,Igglybuff,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/cutecharm.shtml""><b>Cute Charm</b></a>: The opponent has a 30% chance of being induced with Attract when using an attack, that requires physical contact, against this Pokémon. <br>
<a href=""/abilitydex/competitive.shtml""><b>Competitive</b></a>: Raises Sp. Atk stat by two stages whenever a stat is lowered <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/friendguard.shtml""><b>Friend Guard</b></a>: In Double &amp; Triple battles, the damage that ally Pokémon receive from attacks is reduced by 25%. </td>"
175,Togepi,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/hustle.shtml""><b>Hustle</b></a>: Damage from physical attacks is increased by 50%, but average accuracy is only 80%. <br>
<a href=""/abilitydex/serenegrace.shtml""><b>Serene Grace</b></a>: The chances of a move having a secondary effect is doubled. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/superluck.shtml""><b>Super Luck</b></a>: Raises the critical-hit ratio of moves by one level. </td>"
176,Togetic,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/hustle.shtml""><b>Hustle</b></a>: Damage from physical attacks is increased by 50%, but average accuracy is only 80%. <br>
<a href=""/abilitydex/serenegrace.shtml""><b>Serene Grace</b></a>: The chances of a move having a secondary effect is doubled. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/superluck.shtml""><b>Super Luck</b></a>: Raises the critical-hit ratio of moves by one level. </td>"
177,Natu,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/synchronize.shtml""><b>Synchronize</b></a>: When this Pokémon becomes Poisoned, Paralyzed, or Burned, so does the opponent. However, Fire-type and Water Veil ability Pokémon cannot be Burned, Poison-type and Steel-type and Immunity ability Pokémon cannot be Poisoned, and Limber ability Pokémon cannot be Paralyzed. <br>
<a href=""/abilitydex/earlybird.shtml""><b>Early Bird</b></a>: Sleep conditions lasts for half as long, rounding down. For example, half of three turns is 1.5, which rounds down to one turn. When the number of turns to sleep is one, half of this rounded down is zero, and the Pokémon wakes up instantly. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/magicbounce.shtml""><b>Magic Bounce</b></a>: Reflects non-attacking moves used on the Pokémon back to the attacking Pokémon </td>"
178,Xatu,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/synchronize.shtml""><b>Synchronize</b></a>: When this Pokémon becomes Poisoned, Paralyzed, or Burned, so does the opponent. However, Fire-type and Water Veil ability Pokémon cannot be Burned, Poison-type and Steel-type and Immunity ability Pokémon cannot be Poisoned, and Limber ability Pokémon cannot be Paralyzed. <br>
<a href=""/abilitydex/earlybird.shtml""><b>Early Bird</b></a>: Sleep conditions lasts for half as long, rounding down. For example, half of three turns is 1.5, which rounds down to one turn. When the number of turns to sleep is one, half of this rounded down is zero, and the Pokémon wakes up instantly. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/magicbounce.shtml""><b>Magic Bounce</b></a>: Reflects non-attacking moves used on the Pokémon back to the attacking Pokémon </td>"
179,Mareep,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/static.shtml""><b>Static</b></a>: The opponent has a 30% chance of being induced with PARALYZE when using an attack, that requires physical contact, against this Pokémon. <br>
<b>Hidden Ability</b> <i>(Available through transfer)</i>: <br><a href=""/abilitydex/plus.shtml""><b>Plus</b></a>: When battling with Plus or Minus, Special Attack increases by 50%. </td>"
180,Flaaffy,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/static.shtml""><b>Static</b></a>: The opponent has a 30% chance of being induced with PARALYZE when using an attack, that requires physical contact, against this Pokémon. <br>
<b>Hidden Ability</b> <i>(Available through transfer)</i>: <br><a href=""/abilitydex/plus.shtml""><b>Plus</b></a>: When battling with Plus or Minus, Special Attack increases by 50%. </td>"
181,Ampharos,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/static.shtml""><b>Static</b></a>: The opponent has a 30% chance of being induced with PARALYZE when using an attack, that requires physical contact, against this Pokémon. <br>
<b>Hidden Ability</b> <i>(Available through transfer)</i>: <br><a href=""/abilitydex/plus.shtml""><b>Plus</b></a>: When battling with Plus or Minus, Special Attack increases by 50%. </td>"
182,Bellossom,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/chlorophyll.shtml""><b>Chlorophyll</b></a>: When sunny, the Pokémon’s Speed doubles. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/healer.shtml""><b>Healer</b></a>: At the end of the turn, there is a 30% chance of either Ally being healed from a status condition </td>"
183,Marill,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/thickfat.shtml""><b>Thick Fat</b></a>: Fire and Ice-type moves deal 50% damage. <br>
<a href=""/abilitydex/hugepower.shtml""><b>Huge Power</b></a>: The Pokémon's Attack stat is doubled while it has this ability. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/sapsipper.shtml""><b>Sap Sipper</b></a>: Attack is raised by one stage when the Pokémon is hit by a Grass-type move. User receives no damage from Grass-type attacks. </td>"
184,Azumarill,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/thickfat.shtml""><b>Thick Fat</b></a>: Fire and Ice-type moves deal 50% damage. <br>
<a href=""/abilitydex/hugepower.shtml""><b>Huge Power</b></a>: The Pokémon's Attack stat is doubled while it has this ability. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/sapsipper.shtml""><b>Sap Sipper</b></a>: Attack is raised by one stage when the Pokémon is hit by a Grass-type move. User receives no damage from Grass-type attacks. </td>"
185,Sudowoodo,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/sturdy.shtml""><b>Sturdy</b></a>: The Pokémon will remain with 1 HP if it was going to be knocked out by a move when at full Hit Points, and it is immune to One Hit KO moves. <br>
<a href=""/abilitydex/rockhead.shtml""><b>Rock Head</b></a>: Does not receive recoil damage from recoil-causing damages. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/rattled.shtml""><b>Rattled</b></a>: Speed is raised by one stage when the Pokémon is hit by a Bug-type, Ghost-type or Dark-type move or is Intimidated </td>"
186,Politoed,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/waterabsorb.shtml""><b>Water Absorb</b></a>: The Pokémon heals up to 1/4 of its maximum Hit Points when hit with Water-type moves. <br>
<a href=""/abilitydex/damp.shtml""><b>Damp</b></a>: Explosion, Selfdestruct, Mind Blown &amp; Misty Explosion will not work while the Pokémon is on the field. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/drizzle.shtml""><b>Drizzle</b></a>: Weather changes to Heavy Rain when the Pokémon enters the battle. As of X &amp; Y, this lasts 5 turns. </td>"
187,Hoppip,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/chlorophyll.shtml""><b>Chlorophyll</b></a>: When sunny, the Pokémon’s Speed doubles. However, Speed will not double on the turn weather becomes Strong Sunlight. <br>
<a href=""/abilitydex/leafguard.shtml""><b>Leaf Guard</b></a>: Prevents the Pokémon from being afflicted by status conditions during strong sunlight. <br>
<b>Hidden Ability</b> <i>(Available through transfer)</i>: <br><a href=""/abilitydex/infiltrator.shtml""><b>Infiltrator</b></a>: The protections and stat boosts caused by the moves Substitute, Reflect, Light Screen and Safeguard by the opponent are ignored. </td>"
188,Skiploom,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/chlorophyll.shtml""><b>Chlorophyll</b></a>: When sunny, the Pokémon’s Speed doubles. However, Speed will not double on the turn weather becomes Strong Sunlight. <br>
<a href=""/abilitydex/leafguard.shtml""><b>Leaf Guard</b></a>: Prevents the Pokémon from being afflicted by status conditions during strong sunlight. <br>
<b>Hidden Ability</b> <i>(Available through transfer)</i>: <br><a href=""/abilitydex/infiltrator.shtml""><b>Infiltrator</b></a>: The protections and stat boosts caused by the moves Substitute, Reflect, Light Screen and Safeguard by the opponent are ignored. </td>"
189,Jumpluff,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/chlorophyll.shtml""><b>Chlorophyll</b></a>: When sunny, the Pokémon’s Speed doubles. However, Speed will not double on the turn weather becomes Strong Sunlight. <br>
<a href=""/abilitydex/leafguard.shtml""><b>Leaf Guard</b></a>: Prevents the Pokémon from being afflicted by status conditions during strong sunlight. <br>
<b>Hidden Ability</b> <i>(Available through transfer)</i>: <br><a href=""/abilitydex/infiltrator.shtml""><b>Infiltrator</b></a>: The protections and stat boosts caused by the moves Substitute, Reflect, Light Screen and Safeguard by the opponent are ignored. </td>"
190,Aipom,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/runaway.shtml""><b>Run Away</b></a>: Except for trainer battles, can always run from battle. It still cannot switch during Mean Look or Block or when the opponent is trapping with the Arena Trap, Magnet Pull, or Shadow Tag ability. <br>
<a href=""/abilitydex/pickup.shtml""><b>Pickup</b></a>: Has a 10% chance of finding and holding an item after battle. Will not work if this Pokémon is already holding an item. From Black &amp; White, it allows for the user to pick up the item of its opponent or ally if they used up the item in battle. <br>
<b>Hidden Ability</b> <i>(Available through transfer)</i>: <br><a href=""/abilitydex/skilllink.shtml""><b>Skill Link</b></a>: Moves that attack 2-5 times always hit 5 times. </td>"
191,Sunkern,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/chlorophyll.shtml""><b>Chlorophyll</b></a>: When sunny, the Pokémon’s Speed doubles. However, Speed will not double on the turn weather becomes Strong Sunlight. <br>
<a href=""/abilitydex/solarpower.shtml""><b>Solar Power</b></a>: During sunshine, the Pokémon’s Special Attack raises to 1.5 times but HP decreases by 1/8th the maximum HP every turn. <br>
<b>Hidden Ability</b> <i>(Available through transfer)</i>: <br><a href=""/abilitydex/earlybird.shtml""><b>Early Bird</b></a>: Sleep conditions lasts for half as long, rounding down. For example, half of three turns is 1.5, which rounds down to one turn. When the number of turns to sleep is one, half of this rounded down is zero, and the Pokémon wakes up instantly. </td>"
192,Sunflora,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/chlorophyll.shtml""><b>Chlorophyll</b></a>: When sunny, the Pokémon’s Speed doubles. However, Speed will not double on the turn weather becomes Strong Sunlight. <br>
<a href=""/abilitydex/solarpower.shtml""><b>Solar Power</b></a>: During sunshine, the Pokémon’s Special Attack raises to 1.5 times but HP decreases by 1/8th the maximum HP every turn. <br>
<b>Hidden Ability</b> <i>(Available through transfer)</i>: <br><a href=""/abilitydex/earlybird.shtml""><b>Early Bird</b></a>: Sleep conditions lasts for half as long, rounding down. For example, half of three turns is 1.5, which rounds down to one turn. When the number of turns to sleep is one, half of this rounded down is zero, and the Pokémon wakes up instantly. </td>"
193,Yanma,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/speedboost.shtml""><b>Speed Boost</b></a>: Speed increases by one stage at the end of each turn. <br>
<a href=""/abilitydex/compoundeyes.shtml""><b>Compoundeyes</b></a>: Raises the Pokémon’s accuracy by 30%. <br>
<b>Hidden Ability</b> <i>(Available through transfer)</i>: <br><a href=""/abilitydex/frisk.shtml""><b>Frisk</b></a>: Reveals the foe’s held item. </td>"
194,Wooper,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/damp.shtml""><b>Damp</b></a>: Explosion, Selfdestruct, Mind Blown &amp; Misty Explosion will not work while the Pokémon is on the field. <br>
<a href=""/abilitydex/waterabsorb.shtml""><b>Water Absorb</b></a>: The Pokémon heals up to 1/4 of its maximum Hit Points when hit with Water-type moves. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/unaware.shtml""><b>Unaware</b></a>: Foe’s stat modifications are ignored. </td>"
195,Quagsire,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/damp.shtml""><b>Damp</b></a>: Explosion, Selfdestruct, Mind Blown &amp; Misty Explosion will not work while the Pokémon is on the field. <br>
<a href=""/abilitydex/waterabsorb.shtml""><b>Water Absorb</b></a>: The Pokémon heals up to 1/4 of its maximum Hit Points when hit with Water-type moves. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/unaware.shtml""><b>Unaware</b></a>: Foe’s stat modifications are ignored. </td>"
196,Espeon,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/synchronize.shtml""><b>Synchronize</b></a>: When this Pokémon becomes Poisoned, Paralyzed, or Burned, so does the opponent. However, Fire-type and Water Veil ability Pokémon cannot be Burned, Poison-type and Steel-type and Immunity ability Pokémon cannot be Poisoned, and Limber ability Pokémon cannot be Paralyzed. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/magicbounce.shtml""><b>Magic Bounce</b></a>: Reflects non-attacking moves used on the Pokémon back to the attacking Pokémon </td>"
197,Umbreon,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/synchronize.shtml""><b>Synchronize</b></a>: When this Pokémon becomes Poisoned, Paralyzed, or Burned, so does the opponent. However, Fire-type and Water Veil ability Pokémon cannot be Burned, Poison-type and Steel-type and Immunity ability Pokémon cannot be Poisoned, and Limber ability Pokémon cannot be Paralyzed. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/innerfocus.shtml""><b>Inner Focus</b></a>: This Pokémon will not flinch. Does not prevent flinching with Focus Punch. Also prevents stats from being lowered by the ability Intimidate </td>"
198,Murkrow,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/insomnia.shtml""><b>Insomnia</b></a>: The Pokémon cannot be put to Sleep while having this ability. <br>
<a href=""/abilitydex/superluck.shtml""><b>Super Luck</b></a>: Raises the critical-hit ratio of moves by one level. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/prankster.shtml""><b>Prankster</b></a>: Status category moves have their Speed Priority increased by 1. Moves increased by this that are used on Dark-type opponents will fail. </td>"
199,Slowking,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/oblivious.shtml""><b>Oblivious</b></a>: The Pokémon cannot be under the Attract condition, Intimidated, or be taunted, while having this ability. <br>
<a href=""/abilitydex/owntempo.shtml""><b>Own Tempo</b></a>: The Pokémon cannot be Confused while having this ability. Blocks Intimidate <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/regenerator.shtml""><b>Regenerator</b></a>: When the Pokémon switches out of battle, up to 33.3% of its maximum Hit Points are restored </td>"
200,Misdreavus,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/levitate.shtml""><b>Levitate</b></a>: Damage dealing Ground-type moves have no effect on this Pokémon. Cannot be trapped by Arena Trap ability. Takes no damage from Spikes. </td>"
201,Unown,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/levitate.shtml""><b>Levitate</b></a>: Damage dealing Ground-type moves have no effect on this Pokémon. Cannot be trapped by Arena Trap ability. Takes no damage from Spikes. </td>"
202,Wobbuffet,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/shadowtag.shtml""><b>Shadow Tag</b></a>: The opponent cannot run nor switch while this Pokémon is in play. The opponent may still switch by using Baton Pass, U-turn or Volt Switch, if it is holding a Shed Shell or is a Ghost-type. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/telepathy.shtml""><b>Telepathy</b></a>: Prevents damage from team-mates during Double and Triple battles </td>"
203,Girafarig,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/innerfocus.shtml""><b>Inner Focus</b></a>: This Pokémon will not flinch. Does not prevent flinching with Focus Punch. <br>
<a href=""/abilitydex/earlybird.shtml""><b>Early Bird</b></a>: Sleep conditions lasts for half as long, rounding down. For example, half of three turns is 1.5, which rounds down to one turn. When the number of turns to sleep is one, half of this rounded down is zero, and the Pokémon wakes up instantly. <br>
<b>Hidden Ability</b> <i>(Available through transfer)</i>: <br><a href=""/abilitydex/sapsipper.shtml""><b>Sap Sipper</b></a>: Attack is raised by one stage when the Pokémon is hit by a Grass-type move. User receives no damage from Grass-type attacks. </td>"
204,Pineco,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/sturdy.shtml""><b>Sturdy</b></a>: The Pokémon will remain with 1 HP if it was going to be knocked out by a move when at full Hit Points, and it is immune to One Hit KO moves. <br>
<b>Hidden Ability</b> <i>(Available through transfer)</i>: <br><a href=""/abilitydex/overcoat.shtml""><b>Overcoat</b></a>: Protects Pokémon from Weather Effects and <a href=""/games/powder.shtml""><u>Powder moves</u></a> such as Sleep Powder, Poison Powder etc.  </td>"
205,Forretress,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/sturdy.shtml""><b>Sturdy</b></a>: The Pokémon will remain with 1 HP if it was going to be knocked out by a move when at full Hit Points, and it is immune to One Hit KO moves. <br>
<b>Hidden Ability</b> <i>(Available through transfer)</i>: <br><a href=""/abilitydex/overcoat.shtml""><b>Overcoat</b></a>: Protects Pokémon from Weather Effects and <a href=""/games/powder.shtml""><u>Powder moves</u></a> such as Sleep Powder, Poison Powder etc.  </td>"
206,Dunsparce,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/serenegrace.shtml""><b>Serene Grace</b></a>: The chances of a move having a secondary effect is doubled. <br>
<a href=""/abilitydex/runaway.shtml""><b>Run Away</b></a>: Except for trainer battles, can always run from battle. It still cannot switch during Mean Look or Block or when the opponent is trapping with the Arena Trap, Magnet Pull, or Shadow Tag ability. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/rattled.shtml""><b>Rattled</b></a>: Speed is raised by one stage when the Pokémon is hit by a Bug-type, Ghost-type or Dark-type move or is Intimidated </td>"
207,Gligar,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/hypercutter.shtml""><b>Hyper Cutter</b></a>: Opponent cannot lower this Pokémon’s Attack value. This Pokémon may still lower its own Attack value using a move of by itself. <br>
<a href=""/abilitydex/sandveil.shtml""><b>Sand Veil</b></a>: Raises the Pokémon’s evasion during a sandstorm by one level. <br>
<b>Hidden Ability</b> <i>(Available through transfer)</i>: <br><a href=""/abilitydex/immunity.shtml""><b>Immunity</b></a>: The Pokémon cannot be Poisoned while having this ability. </td>"
208,Steelix,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/rockhead.shtml""><b>Rock Head</b></a>: Does not receive recoil damage from recoil-causing damages. <br>
<a href=""/abilitydex/sturdy.shtml""><b>Sturdy</b></a>: The Pokémon will remain with 1 HP if it was going to be knocked out by a move when at full Hit Points, and it is immune to One Hit KO moves. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/sheerforce.shtml""><b>Sheer Force</b></a>: Moves with a secondary effect are increased in power by 30% but lose their secondary effect </td>"
