link,DexNum,name,form,eggMoveName,eggMoveForm
https://www.serebii.net/pokedex-sm/161.shtml,161,,,Last Resort,
https://www.serebii.net/pokedex-sm/643.shtml,643,Heat Wave,,,
https://www.serebii.net/pokedex-sm/490.shtml,490,Icy Wind,,,
https://www.serebii.net/pokedex-sm/083.shtml,83,Uproar,,,
https://www.serebii.net/pokedex-sm/149.shtml,149,Heat Wave,,,
https://www.serebii.net/pokedex-sm/003.shtml,3,,,Endure,
https://www.serebii.net/pokedex-sm/586.shtml,586,,,Worry Seed,
https://www.serebii.net/pokedex-sm/294.shtml,294,,,Whirlwind,
https://www.serebii.net/pokedex-sm/721.shtml,721,Defog,,,
https://www.serebii.net/pokedex-sm/652.shtml,652,,,Quick Guard,
https://www.serebii.net/pokedex-sm/721.shtml,721,Stomping Tantrum,,,
https://www.serebii.net/pokedex-sm/276.shtml,276,,,Roost,
https://www.serebii.net/pokedex-sm/386.shtml,386,Water Pulse,Defense,,
https://www.serebii.net/pokedex-sm/389.shtml,389,,,Stockpile,
https://www.serebii.net/pokedex-sm/006.shtml,6,,,Dragon Rush,
https://www.serebii.net/pokedex-sm/031.shtml,31,Snore,,,
https://www.serebii.net/pokedex-sm/686.shtml,686,,,Guard Swap,
https://www.serebii.net/pokedex-sm/023.shtml,23,,,Slam,
https://www.serebii.net/pokedex-sm/224.shtml,224,,,Octazooka,
https://www.serebii.net/pokedex-sm/028.shtml,28,Earth Power,Sandslash,,
https://www.serebii.net/pokedex-sm/325.shtml,325,,,Amnesia,
https://www.serebii.net/pokedex-sm/424.shtml,424,,,Bounce,
https://www.serebii.net/pokedex-sm/661.shtml,661,Heat Wave,,,
https://www.serebii.net/pokedex-sm/493.shtml,493,Dragon Pulse,,,
https://www.serebii.net/pokedex-sm/468.shtml,468,,,Peck,
https://www.serebii.net/pokedex-sm/050.shtml,50,,,Screech,Normal
https://www.serebii.net/pokedex-sm/227.shtml,227,Sky Attack,,,
https://www.serebii.net/pokedex-sm/108.shtml,108,Aqua Tail,,,
https://www.serebii.net/pokedex-sm/035.shtml,35,Wonder Room,,,
https://www.serebii.net/pokedex-sm/425.shtml,425,Skill Swap,,,
https://www.serebii.net/pokedex-sm/341.shtml,341,,,Aqua Jet,
https://www.serebii.net/pokedex-sm/448.shtml,448,Water Pulse,,,
https://www.serebii.net/pokedex-sm/093.shtml,93,Snatch,,,
https://www.serebii.net/pokedex-sm/169.shtml,169,,,Quick Attack,
https://www.serebii.net/pokedex-sm/238.shtml,238,,,Captivate,
https://www.serebii.net/pokedex-sm/377.shtml,377,Thunder Punch,,,
https://www.serebii.net/pokedex-sm/486.shtml,486,Ice Punch,,,
https://www.serebii.net/pokedex-sm/803.shtml,803,Covet,,,
https://www.serebii.net/pokedex-sm/662.shtml,662,Snore,,,
https://www.serebii.net/pokedex-sm/409.shtml,409,Superpower,,,
https://www.serebii.net/pokedex-sm/715.shtml,715,Iron Tail,,,
https://www.serebii.net/pokedex-sm/113.shtml,113,Focus Punch,,,
https://www.serebii.net/pokedex-sm/318.shtml,318,Super Fang,,,
https://www.serebii.net/pokedex-sm/231.shtml,231,,,Snore,
https://www.serebii.net/pokedex-sm/345.shtml,345,,,Mega Drain,
https://www.serebii.net/pokedex-sm/778.shtml,778,Drain Punch,,,
https://www.serebii.net/pokedex-sm/463.shtml,463,,,Belly Drum,
https://www.serebii.net/pokedex-sm/051.shtml,51,Iron Defense,Alola,,
https://www.serebii.net/pokedex-sm/720.shtml,720,Last Resort,,,
https://www.serebii.net/pokedex-sm/006.shtml,6,,,Dragon Pulse,
https://www.serebii.net/pokedex-sm/612.shtml,612,Endeavor,,,
https://www.serebii.net/pokedex-sm/610.shtml,610,Superpower,,,
https://www.serebii.net/pokedex-sm/189.shtml,189,,,Strength Sap,
https://www.serebii.net/pokedex-sm/513.shtml,513,,,Belch,
https://www.serebii.net/pokedex-sm/253.shtml,253,Focus Punch,,,
https://www.serebii.net/pokedex-sm/509.shtml,509,,,Copycat,
https://www.serebii.net/pokedex-sm/240.shtml,240,,,Iron Tail,
https://www.serebii.net/pokedex-sm/595.shtml,595,Giga Drain,,,
https://www.serebii.net/pokedex-sm/224.shtml,224,Seed Bomb,,,
https://www.serebii.net/pokedex-sm/351.shtml,351,,,Ominous Wind,
https://www.serebii.net/pokedex-sm/054.shtml,54,,,Clear Smog,
https://www.serebii.net/pokedex-sm/719.shtml,719,Helping Hand,,,
https://www.serebii.net/pokedex-sm/804.shtml,804,Signal Beam,,,
https://www.serebii.net/pokedex-sm/028.shtml,28,Iron Head,Alola,,
https://www.serebii.net/pokedex-sm/748.shtml,748,Iron Defense,,,
https://www.serebii.net/pokedex-sm/194.shtml,194,,,Acid Spray,
https://www.serebii.net/pokedex-sm/024.shtml,24,,,Poison Fang,
https://www.serebii.net/pokedex-sm/730.shtml,730,Liquidation,,,
https://www.serebii.net/pokedex-sm/108.shtml,108,Thunder Punch,,,
https://www.serebii.net/pokedex-sm/327.shtml,327,,,Baton Pass,
https://www.serebii.net/pokedex-sm/207.shtml,207,,,Poison Tail,
https://www.serebii.net/pokedex-sm/621.shtml,621,Iron Tail,,,
https://www.serebii.net/pokedex-sm/241.shtml,241,,,Double-Edge,
https://www.serebii.net/pokedex-sm/122.shtml,122,,,Psychic Terrain,
https://www.serebii.net/pokedex-sm/324.shtml,324,,,Eruption,
https://www.serebii.net/pokedex-sm/580.shtml,580,Water Pulse,,,
https://www.serebii.net/pokedex-sm/230.shtml,230,Icy Wind,,,
https://www.serebii.net/pokedex-sm/061.shtml,61,,,Splash,
https://www.serebii.net/pokedex-sm/475.shtml,475,Shock Wave,,,
https://www.serebii.net/pokedex-sm/263.shtml,263,Iron Tail,,,
https://www.serebii.net/pokedex-sm/694.shtml,694,Magnet Rise,,,
https://www.serebii.net/pokedex-sm/182.shtml,182,,,Secret Power,
https://www.serebii.net/pokedex-sm/784.shtml,784,Fire Punch,,,
https://www.serebii.net/pokedex-sm/701.shtml,701,,,Quick Guard,
https://www.serebii.net/pokedex-sm/286.shtml,286,,,Bullet Seed,
https://www.serebii.net/pokedex-sm/592.shtml,592,,,Mist,
https://www.serebii.net/pokedex-sm/746.shtml,746,Iron Tail,,,
https://www.serebii.net/pokedex-sm/018.shtml,18,,,Air Cutter,
https://www.serebii.net/pokedex-sm/712.shtml,712,Iron Defense,,,
https://www.serebii.net/pokedex-sm/718.shtml,718,Snore,,,
https://www.serebii.net/pokedex-sm/160.shtml,160,,,Crunch,
https://www.serebii.net/pokedex-sm/447.shtml,447,Role Play,,,
https://www.serebii.net/pokedex-sm/089.shtml,89,Focus Punch,Alola,,
https://www.serebii.net/pokedex-sm/461.shtml,461,Low Kick,,,
https://www.serebii.net/pokedex-sm/475.shtml,475,,,Disable,
https://www.serebii.net/pokedex-sm/026.shtml,26,,,Fake Out,
https://www.serebii.net/pokedex-sm/027.shtml,27,,,Rototiller,Normal
https://www.serebii.net/pokedex-sm/508.shtml,508,After You,,,
https://www.serebii.net/pokedex-sm/172.shtml,172,,,Thunder Punch,
https://www.serebii.net/pokedex-sm/671.shtml,671,Heal Bell,,,
https://www.serebii.net/pokedex-sm/458.shtml,458,Bounce,,,
https://www.serebii.net/pokedex-sm/394.shtml,394,,,Power Trip,
https://www.serebii.net/pokedex-sm/466.shtml,466,,,Hammer Arm,
https://www.serebii.net/pokedex-sm/126.shtml,126,,,Belch,
https://www.serebii.net/pokedex-sm/761.shtml,761,Snore,,,
https://www.serebii.net/pokedex-sm/740.shtml,740,Focus Punch,,,
https://www.serebii.net/pokedex-sm/246.shtml,246,,,Focus Energy,
https://www.serebii.net/pokedex-sm/456.shtml,456,Signal Beam,,,
https://www.serebii.net/pokedex-sm/263.shtml,263,,,Rock Climb,
https://www.serebii.net/pokedex-sm/151.shtml,151,Bounce,,,
https://www.serebii.net/pokedex-sm/418.shtml,418,,,Double Slap,
https://www.serebii.net/pokedex-sm/085.shtml,85,,,Supersonic,
https://www.serebii.net/pokedex-sm/038.shtml,38,,,Moonblast,Alola
https://www.serebii.net/pokedex-sm/254.shtml,254,Snore,,,
https://www.serebii.net/pokedex-sm/301.shtml,301,Last Resort,,,
https://www.serebii.net/pokedex-sm/039.shtml,39,Covet,,,
https://www.serebii.net/pokedex-sm/418.shtml,418,,,Slash,
https://www.serebii.net/pokedex-sm/086.shtml,86,,,Slam,
https://www.serebii.net/pokedex-sm/239.shtml,239,Signal Beam,,,
https://www.serebii.net/pokedex-sm/693.shtml,693,Aqua Tail,,,
https://www.serebii.net/pokedex-sm/092.shtml,92,Snore,,,
https://www.serebii.net/pokedex-sm/715.shtml,715,Snore,,,
https://www.serebii.net/pokedex-sm/405.shtml,405,,,Fire Fang,
https://www.serebii.net/pokedex-sm/419.shtml,419,,,Aqua Tail,
https://www.serebii.net/pokedex-sm/701.shtml,701,,,Me First,
https://www.serebii.net/pokedex-sm/560.shtml,560,Focus Punch,,,
https://www.serebii.net/pokedex-sm/515.shtml,515,Iron Tail,,,
https://www.serebii.net/pokedex-sm/748.shtml,748,,,Swallow,
https://www.serebii.net/pokedex-sm/744.shtml,744,Iron Defense,,,
https://www.serebii.net/pokedex-sm/466.shtml,466,Thunder Punch,,,
https://www.serebii.net/pokedex-sm/437.shtml,437,Iron Head,,,
https://www.serebii.net/pokedex-sm/705.shtml,705,,,Poison Tail,
https://www.serebii.net/pokedex-sm/675.shtml,675,Focus Punch,,,
https://www.serebii.net/pokedex-sm/035.shtml,35,Recycle,,,
https://www.serebii.net/pokedex-sm/591.shtml,591,,,Body Slam,
https://www.serebii.net/pokedex-sm/066.shtml,66,,,Smelling Salts,
https://www.serebii.net/pokedex-sm/689.shtml,689,Low Kick,,,
https://www.serebii.net/pokedex-sm/196.shtml,196,,,Natural Gift,
https://www.serebii.net/pokedex-sm/577.shtml,577,Helping Hand,,,
https://www.serebii.net/pokedex-sm/453.shtml,453,Snore,,,
https://www.serebii.net/pokedex-sm/103.shtml,103,Giga Drain,Exeggutor,,
https://www.serebii.net/pokedex-sm/464.shtml,464,,,Iron Tail,
https://www.serebii.net/pokedex-sm/774.shtml,774,Snore,,,
https://www.serebii.net/pokedex-sm/648.shtml,648,Telekinesis,,,
https://www.serebii.net/pokedex-sm/046.shtml,46,,,Rototiller,
https://www.serebii.net/pokedex-sm/381.shtml,381,Shock Wave,,,
https://www.serebii.net/pokedex-sm/641.shtml,641,Role Play,Therian,,
https://www.serebii.net/pokedex-sm/386.shtml,386,Gravity,Normal,,
https://www.serebii.net/pokedex-sm/743.shtml,743,,,Baton Pass,
https://www.serebii.net/pokedex-sm/086.shtml,86,,,Horn Drill,
https://www.serebii.net/pokedex-sm/214.shtml,214,Low Kick,,,
https://www.serebii.net/pokedex-sm/393.shtml,393,,,Feather Dance,
https://www.serebii.net/pokedex-sm/433.shtml,433,Snore,,,
https://www.serebii.net/pokedex-sm/022.shtml,22,,,Feather Dance,
https://www.serebii.net/pokedex-sm/425.shtml,425,Tailwind,,,
https://www.serebii.net/pokedex-sm/715.shtml,715,Water Pulse,,,
https://www.serebii.net/pokedex-sm/251.shtml,251,Giga Drain,,,
https://www.serebii.net/pokedex-sm/457.shtml,457,,,Agility,
https://www.serebii.net/pokedex-sm/124.shtml,124,Drain Punch,,,
https://www.serebii.net/pokedex-sm/463.shtml,463,Bind,,,
https://www.serebii.net/pokedex-sm/040.shtml,40,,,Captivate,
https://www.serebii.net/pokedex-sm/495.shtml,495,Gastro Acid,,,
https://www.serebii.net/pokedex-sm/346.shtml,346,Giga Drain,,,
https://www.serebii.net/pokedex-sm/717.shtml,717,Heat Wave,,,
https://www.serebii.net/pokedex-sm/024.shtml,24,Gunk Shot,,,
https://www.serebii.net/pokedex-sm/612.shtml,612,Outrage,,,
https://www.serebii.net/pokedex-sm/236.shtml,236,,,High Jump Kick,
https://www.serebii.net/pokedex-sm/764.shtml,764,,,Endure,
https://www.serebii.net/pokedex-sm/534.shtml,534,Superpower,,,
https://www.serebii.net/pokedex-sm/524.shtml,524,,,Lock-On,
https://www.serebii.net/pokedex-sm/443.shtml,443,,,Mud Shot,
https://www.serebii.net/pokedex-sm/620.shtml,620,Dual Chop,,,
https://www.serebii.net/pokedex-sm/226.shtml,226,,,Haze,
https://www.serebii.net/pokedex-sm/007.shtml,7,,,Brine,
https://www.serebii.net/pokedex-sm/192.shtml,192,,,Morning Sun,
https://www.serebii.net/pokedex-sm/043.shtml,43,,,Strength Sap,
https://www.serebii.net/pokedex-sm/506.shtml,506,,,Psychic Fangs,
https://www.serebii.net/pokedex-sm/065.shtml,65,Gravity,,,
https://www.serebii.net/pokedex-sm/391.shtml,391,,,Submission,
https://www.serebii.net/pokedex-sm/203.shtml,203,,,Amnesia,
https://www.serebii.net/pokedex-sm/126.shtml,126,Iron Tail,,,
https://www.serebii.net/pokedex-sm/483.shtml,483,Magnet Rise,,,
https://www.serebii.net/pokedex-sm/050.shtml,50,,,Reversal,Alola
https://www.serebii.net/pokedex-sm/713.shtml,713,,,Mirror Coat,
https://www.serebii.net/pokedex-sm/003.shtml,3,Outrage,,,
https://www.serebii.net/pokedex-sm/025.shtml,25,,,Double Slap,
https://www.serebii.net/pokedex-sm/384.shtml,384,Iron Tail,,,
https://www.serebii.net/pokedex-sm/535.shtml,535,After You,,,
https://www.serebii.net/pokedex-sm/232.shtml,232,Superpower,,,
https://www.serebii.net/pokedex-sm/020.shtml,20,,,Flame Wheel,Normal
https://www.serebii.net/pokedex-sm/564.shtml,564,Knock Off,,,
https://www.serebii.net/pokedex-sm/546.shtml,546,,,Fake Tears,
https://www.serebii.net/pokedex-sm/487.shtml,487,Iron Tail,Origin,,
https://www.serebii.net/pokedex-sm/605.shtml,605,Telekinesis,,,
https://www.serebii.net/pokedex-sm/517.shtml,517,,,Helping Hand,
https://www.serebii.net/pokedex-sm/331.shtml,331,Spite,,,
https://www.serebii.net/pokedex-sm/342.shtml,342,,,Chip Away,
https://www.serebii.net/pokedex-sm/008.shtml,8,,,Aqua Jet,
https://www.serebii.net/pokedex-sm/413.shtml,413,Bug Bite,Plant,,
https://www.serebii.net/pokedex-sm/579.shtml,579,,,Acid Armor,
https://www.serebii.net/pokedex-sm/533.shtml,533,,,Endure,
https://www.serebii.net/pokedex-sm/574.shtml,574,,,Heal Pulse,
https://www.serebii.net/pokedex-sm/198.shtml,198,Spite,,,
https://www.serebii.net/pokedex-sm/060.shtml,60,Endeavor,,,
https://www.serebii.net/pokedex-sm/357.shtml,357,,,Curse,
https://www.serebii.net/pokedex-sm/616.shtml,616,,,Feint,
https://www.serebii.net/pokedex-sm/770.shtml,770,Block,,,
https://www.serebii.net/pokedex-sm/369.shtml,369,,,Water Sport,
https://www.serebii.net/pokedex-sm/197.shtml,197,,,Fake Tears,
https://www.serebii.net/pokedex-sm/079.shtml,79,,,Wonder Room,
https://www.serebii.net/pokedex-sm/295.shtml,295,Stomping Tantrum,,,
https://www.serebii.net/pokedex-sm/620.shtml,620,,,Endure,
https://www.serebii.net/pokedex-sm/180.shtml,180,,,Flatter,
https://www.serebii.net/pokedex-sm/497.shtml,497,,,Pursuit,
https://www.serebii.net/pokedex-sm/155.shtml,155,,,Quick Attack,
https://www.serebii.net/pokedex-sm/618.shtml,618,Bounce,,,
https://www.serebii.net/pokedex-sm/501.shtml,501,,,Trump Card,
https://www.serebii.net/pokedex-sm/717.shtml,717,Hyper Voice,,,
https://www.serebii.net/pokedex-sm/205.shtml,205,Iron Defense,,,
https://www.serebii.net/pokedex-sm/113.shtml,113,Laser Focus,,,
https://www.serebii.net/pokedex-sm/262.shtml,262,,,Play Rough,
https://www.serebii.net/pokedex-sm/608.shtml,608,,,Captivate,
https://www.serebii.net/pokedex-sm/435.shtml,435,Foul Play,,,
https://www.serebii.net/pokedex-sm/036.shtml,36,Thunder Punch,,,
https://www.serebii.net/pokedex-sm/744.shtml,744,Stomping Tantrum,,,
https://www.serebii.net/pokedex-sm/373.shtml,373,Defog,,,
https://www.serebii.net/pokedex-sm/352.shtml,352,After You,,,
https://www.serebii.net/pokedex-sm/279.shtml,279,,,Water Sport,
https://www.serebii.net/pokedex-sm/532.shtml,532,Thunder Punch,,,
https://www.serebii.net/pokedex-sm/083.shtml,83,,,Leaf Blade,
https://www.serebii.net/pokedex-sm/464.shtml,464,,,Reversal,
https://www.serebii.net/pokedex-sm/053.shtml,53,Icy Wind,Alola,,
https://www.serebii.net/pokedex-sm/034.shtml,34,,,Take Down,
https://www.serebii.net/pokedex-sm/063.shtml,63,,,Encore,
https://www.serebii.net/pokedex-sm/340.shtml,340,,,Dragon Dance,
https://www.serebii.net/pokedex-sm/427.shtml,427,Bounce,,,
https://www.serebii.net/pokedex-sm/651.shtml,651,Worry Seed,,,
https://www.serebii.net/pokedex-sm/536.shtml,536,Bounce,,,
https://www.serebii.net/pokedex-sm/117.shtml,117,Snore,,,
https://www.serebii.net/pokedex-sm/419.shtml,419,,,Aqua Ring,
https://www.serebii.net/pokedex-sm/783.shtml,783,Drain Punch,,,
https://www.serebii.net/pokedex-sm/063.shtml,63,Ice Punch,,,
https://www.serebii.net/pokedex-sm/282.shtml,282,,,Mean Look,
https://www.serebii.net/pokedex-sm/542.shtml,542,Seed Bomb,,,
https://www.serebii.net/pokedex-sm/327.shtml,327,,,Guard Split,
https://www.serebii.net/pokedex-sm/030.shtml,30,,,Pursuit,
https://www.serebii.net/pokedex-sm/190.shtml,190,Gunk Shot,,,
https://www.serebii.net/pokedex-sm/284.shtml,284,,,Psybeam,
https://www.serebii.net/pokedex-sm/020.shtml,20,Snore,Alola,,
https://www.serebii.net/pokedex-sm/782.shtml,782,Uproar,,,
https://www.serebii.net/pokedex-sm/571.shtml,571,Covet,,,
https://www.serebii.net/pokedex-sm/169.shtml,169,,,Steel Wing,
https://www.serebii.net/pokedex-sm/208.shtml,208,,,Block,
https://www.serebii.net/pokedex-sm/730.shtml,730,Icy Wind,,,
https://www.serebii.net/pokedex-sm/482.shtml,482,Snore,,,
https://www.serebii.net/pokedex-sm/424.shtml,424,Knock Off,,,
https://www.serebii.net/pokedex-sm/298.shtml,298,,,Muddy Water,
https://www.serebii.net/pokedex-sm/406.shtml,406,,,Cotton Spore,
https://www.serebii.net/pokedex-sm/195.shtml,195,,,Guard Swap,
https://www.serebii.net/pokedex-sm/701.shtml,701,,,Entrainment,
https://www.serebii.net/pokedex-sm/444.shtml,444,Dual Chop,,,
https://www.serebii.net/pokedex-sm/611.shtml,611,,,Iron Tail,
https://www.serebii.net/pokedex-sm/205.shtml,205,Magnet Rise,,,
https://www.serebii.net/pokedex-sm/759.shtml,759,,,Force Palm,
https://www.serebii.net/pokedex-sm/377.shtml,377,Drain Punch,,,
https://www.serebii.net/pokedex-sm/026.shtml,26,Electroweb,Raichu,,
https://www.serebii.net/pokedex-sm/311.shtml,311,,,Sing,
https://www.serebii.net/pokedex-sm/110.shtml,110,,,Toxic Spikes,
https://www.serebii.net/pokedex-sm/320.shtml,320,Bounce,,,
https://www.serebii.net/pokedex-sm/234.shtml,234,Iron Tail,,,
https://www.serebii.net/pokedex-sm/085.shtml,85,,,Flail,
https://www.serebii.net/pokedex-sm/124.shtml,124,,,Fake Out,
https://www.serebii.net/pokedex-sm/723.shtml,723,Snore,,,
https://www.serebii.net/pokedex-sm/120.shtml,120,Recycle,,,
https://www.serebii.net/pokedex-sm/127.shtml,127,Superpower,,,
https://www.serebii.net/pokedex-sm/475.shtml,475,Signal Beam,,,
https://www.serebii.net/pokedex-sm/080.shtml,80,Snore,,,
https://www.serebii.net/pokedex-sm/577.shtml,577,,,Confuse Ray,
https://www.serebii.net/pokedex-sm/111.shtml,111,Icy Wind,,,
https://www.serebii.net/pokedex-sm/488.shtml,488,Telekinesis,,,
https://www.serebii.net/pokedex-sm/332.shtml,332,,,Rototiller,
https://www.serebii.net/pokedex-sm/495.shtml,495,,,Glare,
https://www.serebii.net/pokedex-sm/472.shtml,472,,,Rock Climb,
https://www.serebii.net/pokedex-sm/089.shtml,89,,,Power-Up Punch,Alola
https://www.serebii.net/pokedex-sm/587.shtml,587,Signal Beam,,,
https://www.serebii.net/pokedex-sm/079.shtml,79,Snore,,,
https://www.serebii.net/pokedex-sm/690.shtml,690,Iron Tail,,,
https://www.serebii.net/pokedex-sm/442.shtml,442,Spite,,,
https://www.serebii.net/pokedex-sm/213.shtml,213,,,Mud-Slap,
https://www.serebii.net/pokedex-sm/722.shtml,722,Snore,,,
https://www.serebii.net/pokedex-sm/800.shtml,800,Earth Power,Dusk Mane Necrozma,,
https://www.serebii.net/pokedex-sm/409.shtml,409,,,Iron Tail,
https://www.serebii.net/pokedex-sm/204.shtml,204,Stealth Rock,,,
https://www.serebii.net/pokedex-sm/194.shtml,194,,,Swallow,
https://www.serebii.net/pokedex-sm/429.shtml,429,Shock Wave,,,
https://www.serebii.net/pokedex-sm/065.shtml,65,Snore,,,
https://www.serebii.net/pokedex-sm/354.shtml,354,Icy Wind,,,
https://www.serebii.net/pokedex-sm/149.shtml,149,Ice Punch,,,
https://www.serebii.net/pokedex-sm/470.shtml,470,,,Detect,
https://www.serebii.net/pokedex-sm/179.shtml,179,,,Body Slam,
https://www.serebii.net/pokedex-sm/006.shtml,6,,,Beat Up,
https://www.serebii.net/pokedex-sm/613.shtml,613,Water Pulse,,,
https://www.serebii.net/pokedex-sm/176.shtml,176,,,Psycho Shift,
https://www.serebii.net/pokedex-sm/560.shtml,560,Drain Punch,,,
https://www.serebii.net/pokedex-sm/743.shtml,743,,,Bestow,
https://www.serebii.net/pokedex-sm/225.shtml,225,Ice Punch,,,
https://www.serebii.net/pokedex-sm/327.shtml,327,,,Fake Tears,
https://www.serebii.net/pokedex-sm/174.shtml,174,Covet,,,
https://www.serebii.net/pokedex-sm/565.shtml,565,Knock Off,,,
https://www.serebii.net/pokedex-sm/720.shtml,720,Drain Punch,,,
https://www.serebii.net/pokedex-sm/109.shtml,109,,,Spite,
https://www.serebii.net/pokedex-sm/700.shtml,700,Skill Swap,,,
https://www.serebii.net/pokedex-sm/800.shtml,800,Earth Power,Normal,,
https://www.serebii.net/pokedex-sm/210.shtml,210,,,Fake Tears,
https://www.serebii.net/pokedex-sm/454.shtml,454,,,Dynamic Punch,
https://www.serebii.net/pokedex-sm/515.shtml,515,Knock Off,,,
https://www.serebii.net/pokedex-sm/172.shtml,172,,,Lucky Chant,
https://www.serebii.net/pokedex-sm/002.shtml,2,Synthesis,,,
https://www.serebii.net/pokedex-sm/497.shtml,497,,,Grassy Terrain,
https://www.serebii.net/pokedex-sm/015.shtml,15,Electroweb,,,
https://www.serebii.net/pokedex-sm/348.shtml,348,Liquidation,,,
https://www.serebii.net/pokedex-sm/104.shtml,104,,,Screech,
https://www.serebii.net/pokedex-sm/169.shtml,169,,,Nasty Plot,
https://www.serebii.net/pokedex-sm/638.shtml,638,Iron Defense,,,
https://www.serebii.net/pokedex-sm/341.shtml,341,,,Metal Claw,
https://www.serebii.net/pokedex-sm/559.shtml,559,Iron Head,,,
https://www.serebii.net/pokedex-sm/775.shtml,775,,,Charm,
https://www.serebii.net/pokedex-sm/586.shtml,586,Stomping Tantrum,,,
https://www.serebii.net/pokedex-sm/672.shtml,672,,,Rollout,
https://www.serebii.net/pokedex-sm/365.shtml,365,Super Fang,,,
https://www.serebii.net/pokedex-sm/141.shtml,141,,,Confuse Ray,
https://www.serebii.net/pokedex-sm/513.shtml,513,Knock Off,,,
https://www.serebii.net/pokedex-sm/161.shtml,161,Trick,,,
https://www.serebii.net/pokedex-sm/467.shtml,467,Low Kick,,,
https://www.serebii.net/pokedex-sm/741.shtml,741,Icy Wind,,,
https://www.serebii.net/pokedex-sm/135.shtml,135,,,Endure,
https://www.serebii.net/pokedex-sm/552.shtml,552,Uproar,,,
https://www.serebii.net/pokedex-sm/299.shtml,299,Pain Split,,,
https://www.serebii.net/pokedex-sm/584.shtml,584,,,Water Pulse,
https://www.serebii.net/pokedex-sm/474.shtml,474,Magic Coat,,,
https://www.serebii.net/pokedex-sm/138.shtml,138,,,Toxic Spikes,
https://www.serebii.net/pokedex-sm/192.shtml,192,Synthesis,,,
https://www.serebii.net/pokedex-sm/508.shtml,508,,,After You,
https://www.serebii.net/pokedex-sm/535.shtml,535,Icy Wind,,,
https://www.serebii.net/pokedex-sm/717.shtml,717,Sky Attack,,,
https://www.serebii.net/pokedex-sm/327.shtml,327,,,Rapid Spin,
https://www.serebii.net/pokedex-sm/632.shtml,632,Bug Bite,,,
https://www.serebii.net/pokedex-sm/122.shtml,122,Focus Punch,,,
https://www.serebii.net/pokedex-sm/487.shtml,487,Outrage,Origin,,
https://www.serebii.net/pokedex-sm/751.shtml,751,Wonder Room,,,
https://www.serebii.net/pokedex-sm/620.shtml,620,,,Me First,
https://www.serebii.net/pokedex-sm/427.shtml,427,,,Switcheroo,
https://www.serebii.net/pokedex-sm/513.shtml,513,Covet,,,
https://www.serebii.net/pokedex-sm/026.shtml,26,Knock Off,Alola,,
https://www.serebii.net/pokedex-sm/529.shtml,529,,,Skull Bash,
https://www.serebii.net/pokedex-sm/056.shtml,56,,,Reversal,
https://www.serebii.net/pokedex-sm/326.shtml,326,Covet,,,
https://www.serebii.net/pokedex-sm/227.shtml,227,Iron Head,,,
https://www.serebii.net/pokedex-sm/450.shtml,450,,,Stockpile,
https://www.serebii.net/pokedex-sm/703.shtml,703,Iron Defense,,,
https://www.serebii.net/pokedex-sm/621.shtml,621,Shock Wave,,,
https://www.serebii.net/pokedex-sm/111.shtml,111,Spite,,,
https://www.serebii.net/pokedex-sm/476.shtml,476,Iron Defense,,,
https://www.serebii.net/pokedex-sm/546.shtml,546,,,Tickle,
https://www.serebii.net/pokedex-sm/107.shtml,107,,,Feint,
https://www.serebii.net/pokedex-sm/151.shtml,151,Low Kick,,,
https://www.serebii.net/pokedex-sm/316.shtml,316,,,Curse,
https://www.serebii.net/pokedex-sm/326.shtml,326,Ally Switch,,,
https://www.serebii.net/pokedex-sm/800.shtml,800,Magnet Rise,Dusk Mane Necrozma,,
https://www.serebii.net/pokedex-sm/798.shtml,798,Snore,,,
https://www.serebii.net/pokedex-sm/025.shtml,25,Shock Wave,,,
https://www.serebii.net/pokedex-sm/720.shtml,720,Magic Room,,,
https://www.serebii.net/pokedex-sm/151.shtml,151,Signal Beam,,,
https://www.serebii.net/pokedex-sm/572.shtml,572,Uproar,,,
https://www.serebii.net/pokedex-sm/197.shtml,197,,,Captivate,
https://www.serebii.net/pokedex-sm/183.shtml,183,Focus Punch,,,
https://www.serebii.net/pokedex-sm/083.shtml,83,,,Curse,
https://www.serebii.net/pokedex-sm/489.shtml,489,Bounce,,,
https://www.serebii.net/pokedex-sm/040.shtml,40,Focus Punch,,,
https://www.serebii.net/pokedex-sm/479.shtml,479,Snore,,,
https://www.serebii.net/pokedex-sm/113.shtml,113,,,Mud Bomb,
https://www.serebii.net/pokedex-sm/153.shtml,153,Seed Bomb,,,
https://www.serebii.net/pokedex-sm/413.shtml,413,Telekinesis,Trash,,
https://www.serebii.net/pokedex-sm/043.shtml,43,,,Secret Power,
https://www.serebii.net/pokedex-sm/442.shtml,442,,,Shadow Sneak,
https://www.serebii.net/pokedex-sm/260.shtml,260,Aqua Tail,,,
https://www.serebii.net/pokedex-sm/557.shtml,557,,,Endure,
https://www.serebii.net/pokedex-sm/036.shtml,36,Magic Coat,,,
https://www.serebii.net/pokedex-sm/402.shtml,402,Hyper Voice,,,
https://www.serebii.net/pokedex-sm/116.shtml,116,,,Signal Beam,
https://www.serebii.net/pokedex-sm/299.shtml,299,Stealth Rock,,,
https://www.serebii.net/pokedex-sm/635.shtml,635,Snore,,,
https://www.serebii.net/pokedex-sm/183.shtml,183,Covet,,,
https://www.serebii.net/pokedex-sm/507.shtml,507,,,Pursuit,
