web-scraper-order,web-scraper-start-url,DexNum,name,form,eggMoveName,eggMoveForm
"1598636544-3582","https://www.serebii.net/pokedex-sm/514.shtml","514","Superpower","","",""
"1598636385-2830","https://www.serebii.net/pokedex-sm/575.shtml","575","Role Play","","",""
"1598637233-6815","https://www.serebii.net/pokedex-sm/256.shtml","256","Snore","","",""
"1598637855-10277","https://www.serebii.net/pokedex-sm/058.shtml","58","","","Crunch",""
"1598636460-3195","https://www.serebii.net/pokedex-sm/547.shtml","547","Giga Drain","","",""
"1598636488-3324","https://www.serebii.net/pokedex-sm/536.shtml","536","Stealth Rock","","",""
"1598637371-7413","https://www.serebii.net/pokedex-sm/205.shtml","205","Stealth Rock","","",""
"1598637761-9621","https://www.serebii.net/pokedex-sm/083.shtml","83","Heat Wave","","",""
"1598637690-9144","https://www.serebii.net/pokedex-sm/103.shtml","103","","","Giga Drain",""
"1598637972-11266","https://www.serebii.net/pokedex-sm/027.shtml","27","Stealth Rock","Alola Form","",""
"1598636637-4037","https://www.serebii.net/pokedex-sm/482.shtml","482","Ice Punch","","",""
"1598637927-10905","https://www.serebii.net/pokedex-sm/038.shtml","38","","","Hex","Normal"
"1598637165-6523","https://www.serebii.net/pokedex-sm/282.shtml","282","Magic Coat","","",""
"1598637130-6401","https://www.serebii.net/pokedex-sm/294.shtml","294","Low Kick","","",""
"1598637288-7082","https://www.serebii.net/pokedex-sm/236.shtml","236","Role Play","","",""
"1598637866-10355","https://www.serebii.net/pokedex-sm/055.shtml","55","Ice Punch","","",""
"1598637540-8191","https://www.serebii.net/pokedex-sm/144.shtml","144","Snore","","",""
"1598637732-9422","https://www.serebii.net/pokedex-sm/091.shtml","91","","","Avalanche",""
"1598636951-5566","https://www.serebii.net/pokedex-sm/362.shtml","362","Block","","",""
"1598637707-9213","https://www.serebii.net/pokedex-sm/098.shtml","98","Ally Switch","","",""
"1598637878-10482","https://www.serebii.net/pokedex-sm/052.shtml","52","Icy Wind","Alola Form","",""
"1598637729-9401","https://www.serebii.net/pokedex-sm/092.shtml","92","","","Disable",""
"1598637838-10169","https://www.serebii.net/pokedex-sm/063.shtml","63","Recycle","","",""
"1598637659-8907","https://www.serebii.net/pokedex-sm/111.shtml","111","","","Counter",""
"1598636775-4753","https://www.serebii.net/pokedex-sm/429.shtml","429","Telekinesis","","",""
"1598637296-7105","https://www.serebii.net/pokedex-sm/233.shtml","233","Last Resort","","",""
"1598637349-7316","https://www.serebii.net/pokedex-sm/213.shtml","213","Stealth Rock","","",""
"1598637458-7800","https://www.serebii.net/pokedex-sm/173.shtml","173","Trick","","",""
"1598637178-6603","https://www.serebii.net/pokedex-sm/277.shtml","277","Snore","","",""
"1598637309-7168","https://www.serebii.net/pokedex-sm/228.shtml","228","Hyper Voice","","",""
"1598636765-4697","https://www.serebii.net/pokedex-sm/433.shtml","433","Trick","","",""
"1598636752-4645","https://www.serebii.net/pokedex-sm/438.shtml","438","Stomping Tantrum","","",""
"1598637942-11059","https://www.serebii.net/pokedex-sm/034.shtml","34","Icy Wind","","",""
"1598637892-10628","https://www.serebii.net/pokedex-sm/048.shtml","48","","","Skill Swap",""
"1598637644-8791","https://www.serebii.net/pokedex-sm/115.shtml","115","","","Focus Punch",""
"1598636666-4240","https://www.serebii.net/pokedex-sm/471.shtml","471","Water Pulse","","",""
"1598637296-7101","https://www.serebii.net/pokedex-sm/233.shtml","233","Magic Coat","","",""
"1598635999-1105","https://www.serebii.net/pokedex-sm/720.shtml","720","Throat Chop","","",""
"1598637046-6021","https://www.serebii.net/pokedex-sm/326.shtml","326","Skill Swap","","",""
"1598636887-5306","https://www.serebii.net/pokedex-sm/386.shtml","386","Throat Chop","Defense Forme","",""
"1598635984-1034","https://www.serebii.net/pokedex-sm/726.shtml","726","Heat Wave","","",""
"1598636292-2457","https://www.serebii.net/pokedex-sm/607.shtml","607","Pain Split","","",""
"1598636772-4727","https://www.serebii.net/pokedex-sm/430.shtml","430","Uproar","","",""
"1598635964-956","https://www.serebii.net/pokedex-sm/733.shtml","733","Hyper Voice","","",""
"1598636961-5611","https://www.serebii.net/pokedex-sm/358.shtml","358","Skill Swap","","",""
"1598637909-10730","https://www.serebii.net/pokedex-sm/043.shtml","43","","","Ingrain",""
"1598636114-1600","https://www.serebii.net/pokedex-sm/676.shtml","676","Uproar","","",""
"1598637428-7644","https://www.serebii.net/pokedex-sm/184.shtml","184","Helping Hand","","",""
"1598636586-3767","https://www.serebii.net/pokedex-sm/500.shtml","500","Zen Headbutt","","",""
"1598636122-1663","https://www.serebii.net/pokedex-sm/673.shtml","673","Synthesis","","",""
"1598638035-11639","https://www.serebii.net/pokedex-sm/009.shtml","9","","","Mist",""
"1598636354-2683","https://www.serebii.net/pokedex-sm/586.shtml","586","Last Resort","","",""
"1598637920-10806","https://www.serebii.net/pokedex-sm/040.shtml","40","Snatch","","",""
"1598635852-490","https://www.serebii.net/pokedex-sm/771.shtml","771","Spite","","",""
"1598636757-4660","https://www.serebii.net/pokedex-sm/436.shtml","436","Signal Beam","","",""
"1598637123-6366","https://www.serebii.net/pokedex-sm/297.shtml","297","Thunder Punch","","",""
"1598635769-64","https://www.serebii.net/pokedex-sm/804.shtml","804","Throat Chop","","",""
"1598637277-7030","https://www.serebii.net/pokedex-sm/240.shtml","240","Covet","","",""
"1598637739-9467","https://www.serebii.net/pokedex-sm/089.shtml","89","","","Mean Look","Alola Form"
"1598635818-344","https://www.serebii.net/pokedex-sm/783.shtml","783","Low Kick","","",""
"1598637587-8474","https://www.serebii.net/pokedex-sm/131.shtml","131","","","Refresh",""
"1598637551-8275","https://www.serebii.net/pokedex-sm/141.shtml","141","","","Foresight",""
"1598637750-9571","https://www.serebii.net/pokedex-sm/086.shtml","86","","","Horn Drill",""
"1598637960-11175","https://www.serebii.net/pokedex-sm/030.shtml","30","","","Charm",""
"1598637513-8007","https://www.serebii.net/pokedex-sm/152.shtml","152","Magic Coat","","",""
"1598636978-5706","https://www.serebii.net/pokedex-sm/352.shtml","352","Wonder Room","","",""
"1598637976-11322","https://www.serebii.net/pokedex-sm/026.shtml","26","Magic Coat","Alola Form","",""
"1598637968-11221","https://www.serebii.net/pokedex-sm/028.shtml","28","Iron Head","Alola Form","",""
"1598636731-4550","https://www.serebii.net/pokedex-sm/446.shtml","446","Snatch","","",""
"1598636360-2703","https://www.serebii.net/pokedex-sm/584.shtml","584","Water Pulse","","",""
"1598637794-9855","https://www.serebii.net/pokedex-sm/074.shtml","74","Earth Power","Geodude","",""
"1598636324-2578","https://www.serebii.net/pokedex-sm/597.shtml","597","Iron Head","","",""
"1598637035-5945","https://www.serebii.net/pokedex-sm/330.shtml","330","Signal Beam","","",""
"1598636778-4770","https://www.serebii.net/pokedex-sm/428.shtml","428","Focus Punch","","",""
"1598636712-4474","https://www.serebii.net/pokedex-sm/453.shtml","453","Snatch","","",""
"1598636190-1982","https://www.serebii.net/pokedex-sm/646.shtml","646","Signal Beam","White Kyurem","",""
"1598637544-8222","https://www.serebii.net/pokedex-sm/143.shtml","143","","","Curse",""
"1598637447-7720","https://www.serebii.net/pokedex-sm/177.shtml","177","Magic Coat","","",""
"1598637659-8911","https://www.serebii.net/pokedex-sm/111.shtml","111","","","Dragon Rush",""
"1598638048-11749","https://www.serebii.net/pokedex-sm/005.shtml","5","","","Air Cutter",""
"1598637544-8223","https://www.serebii.net/pokedex-sm/143.shtml","143","","","Fissure",""
"1598637374-7419","https://www.serebii.net/pokedex-sm/204.shtml","204","Gravity","","",""
"1598636731-4532","https://www.serebii.net/pokedex-sm/446.shtml","446","Covet","","",""
"1598636147-1743","https://www.serebii.net/pokedex-sm/663.shtml","663","Defog","","",""
"1598635797-259","https://www.serebii.net/pokedex-sm/792.shtml","792","Wonder Room","","",""
"1598637346-7306","https://www.serebii.net/pokedex-sm/214.shtml","214","Helping Hand","","",""
"1598637150-6475","https://www.serebii.net/pokedex-sm/287.shtml","287","Icy Wind","","",""
"1598637753-9598","https://www.serebii.net/pokedex-sm/085.shtml","85","","","Brave Bird",""
"1598637834-10115","https://www.serebii.net/pokedex-sm/064.shtml","64","Signal Beam","","",""
"1598635809-294","https://www.serebii.net/pokedex-sm/787.shtml","787","Snore","","",""
"1598636390-2865","https://www.serebii.net/pokedex-sm/573.shtml","573","Aqua Tail","","",""
"1598635939-867","https://www.serebii.net/pokedex-sm/742.shtml","742","Last Resort","","",""
"1598637317-7207","https://www.serebii.net/pokedex-sm/225.shtml","225","Defog","","",""
"1598637629-8687","https://www.serebii.net/pokedex-sm/119.shtml","119","Aqua Tail","","",""
"1598637913-10746","https://www.serebii.net/pokedex-sm/042.shtml","42","","","Quick Attack",""
"1598637786-9774","https://www.serebii.net/pokedex-sm/076.shtml","76","Snore","Alola Form","",""
"1598636993-5756","https://www.serebii.net/pokedex-sm/346.shtml","346","Earth Power","","",""
"1598637298-7128","https://www.serebii.net/pokedex-sm/232.shtml","232","Snore","","",""
"1598637352-7322","https://www.serebii.net/pokedex-sm/212.shtml","212","Knock Off","","",""
"1598637956-11154","https://www.serebii.net/pokedex-sm/031.shtml","31","","","Charm",""
"1598635778-153","https://www.serebii.net/pokedex-sm/800.shtml","800","Telekinesis","Normal","",""
"1598637994-11440","https://www.serebii.net/pokedex-sm/021.shtml","21","Uproar","","",""
"1598637972-11275","https://www.serebii.net/pokedex-sm/027.shtml","27","","","Flail","Alola Form"
"1598637433-7661","https://www.serebii.net/pokedex-sm/182.shtml","182","Snore","","",""
"1598637651-8851","https://www.serebii.net/pokedex-sm/113.shtml","113","","","Mud Bomb",""
"1598637455-7780","https://www.serebii.net/pokedex-sm/174.shtml","174","Water Pulse","","",""
"1598636287-2446","https://www.serebii.net/pokedex-sm/609.shtml","609","Laser Focus","","",""
"1598637715-9290","https://www.serebii.net/pokedex-sm/096.shtml","96","","","Skill Swap",""
"1598636488-3313","https://www.serebii.net/pokedex-sm/536.shtml","536","Bounce","","",""
"1598635778-156","https://www.serebii.net/pokedex-sm/800.shtml","800","Ally Switch","Normal","",""
"1598637411-7586","https://www.serebii.net/pokedex-sm/190.shtml","190","Snatch","","",""
"1598637453-7762","https://www.serebii.net/pokedex-sm/175.shtml","175","Water Pulse","","",""
"1598636026-1206","https://www.serebii.net/pokedex-sm/711.shtml","711","Spite","","",""
"1598636765-4686","https://www.serebii.net/pokedex-sm/433.shtml","433","Gravity","","",""
"1598637317-7205","https://www.serebii.net/pokedex-sm/225.shtml","225","Water Pulse","","",""
"1598637976-11315","https://www.serebii.net/pokedex-sm/026.shtml","26","Focus Punch","Alola Form","",""
"1598636200-2070","https://www.serebii.net/pokedex-sm/642.shtml","642","Snore","Incarnate Forme","",""
"1598636004-1129","https://www.serebii.net/pokedex-sm/718.shtml","718","Bind","","",""
"1598637444-7708","https://www.serebii.net/pokedex-sm/178.shtml","178","Tailwind","","",""
"1598637931-10943","https://www.serebii.net/pokedex-sm/037.shtml","37","","","Howl","Normal"
"1598636692-4370","https://www.serebii.net/pokedex-sm/461.shtml","461","Low Kick","","",""
"1598636221-2176","https://www.serebii.net/pokedex-sm/634.shtml","634","Spite","","",""
"1598637580-8438","https://www.serebii.net/pokedex-sm/133.shtml","133","Snore","","",""
"1598637678-9016","https://www.serebii.net/pokedex-sm/106.shtml","106","Stomping Tantrum","","",""
"1598636648-4120","https://www.serebii.net/pokedex-sm/478.shtml","478","Icy Wind","","",""
"1598636511-3445","https://www.serebii.net/pokedex-sm/527.shtml","527","Trick","","",""
"1598635806-277","https://www.serebii.net/pokedex-sm/788.shtml","788","Magic Coat","","",""
"1598636731-4544","https://www.serebii.net/pokedex-sm/446.shtml","446","Snore","","",""
"1598636851-5071","https://www.serebii.net/pokedex-sm/400.shtml","400","Aqua Tail","","",""
"1598637555-8294","https://www.serebii.net/pokedex-sm/140.shtml","140","","","Giga Drain",""
"1598637889-10603","https://www.serebii.net/pokedex-sm/049.shtml","49","","","Screech",""
"1598637516-8051","https://www.serebii.net/pokedex-sm/151.shtml","151","Tailwind","","",""
"1598635891-679","https://www.serebii.net/pokedex-sm/756.shtml","756","Recycle","","",""
"1598637790-9830","https://www.serebii.net/pokedex-sm/075.shtml","75","","","Block","Normal"
"1598635871-596","https://www.serebii.net/pokedex-sm/763.shtml","763","Giga Drain","","",""
"1598636623-3954","https://www.serebii.net/pokedex-sm/487.shtml","487","Earth Power","Origin Forme","",""
"1598637611-8585","https://www.serebii.net/pokedex-sm/124.shtml","124","Hyper Voice","","",""
"1598637725-9366","https://www.serebii.net/pokedex-sm/093.shtml","93","","","Astonish",""
"1598636822-4974","https://www.serebii.net/pokedex-sm/411.shtml","411","Outrage","","",""
"1598636635-4031","https://www.serebii.net/pokedex-sm/483.shtml","483","Stealth Rock","","",""
"1598636516-3466","https://www.serebii.net/pokedex-sm/525.shtml","525","Snore","","",""
"1598637750-9566","https://www.serebii.net/pokedex-sm/086.shtml","86","Snore","","",""
"1598636498-3357","https://www.serebii.net/pokedex-sm/532.shtml","532","Low Kick","","",""
"1598637273-7013","https://www.serebii.net/pokedex-sm/241.shtml","241","Iron Head","","",""
"1598637271-6996","https://www.serebii.net/pokedex-sm/242.shtml","242","Iron Tail","","",""
"1598636130-1695","https://www.serebii.net/pokedex-sm/670.shtml","670","After You","","",""
"1598636159-1788","https://www.serebii.net/pokedex-sm/658.shtml","658","Icy Wind","","",""
"1598637422-7610","https://www.serebii.net/pokedex-sm/186.shtml","186","Icy Wind","","",""
"1598636493-3342","https://www.serebii.net/pokedex-sm/534.shtml","534","Drain Punch","","",""
"1598637920-10813","https://www.serebii.net/pokedex-sm/040.shtml","40","","","Feint Attack",""
"1598636266-2370","https://www.serebii.net/pokedex-sm/617.shtml","617","Knock Off","","",""
"1598637666-8954","https://www.serebii.net/pokedex-sm/109.shtml","109","","","Spit Up",""
"1598636617-3931","https://www.serebii.net/pokedex-sm/489.shtml","489","Icy Wind","","",""
"1598636702-4416","https://www.serebii.net/pokedex-sm/457.shtml","457","Aqua Tail","","",""
"1598636473-3240","https://www.serebii.net/pokedex-sm/542.shtml","542","Heal Bell","","",""
"1598636788-4832","https://www.serebii.net/pokedex-sm/424.shtml","424","Uproar","","",""
"1598637746-9549","https://www.serebii.net/pokedex-sm/087.shtml","87","","","Encore",""
"1598636059-1369","https://www.serebii.net/pokedex-sm/698.shtml","698","Outrage","","",""
"1598638045-11708","https://www.serebii.net/pokedex-sm/006.shtml","6","Iron Tail","","",""
"1598637358-7344","https://www.serebii.net/pokedex-sm/210.shtml","210","Hyper Voice","","",""
"1598635981-1015","https://www.serebii.net/pokedex-sm/727.shtml","727","Iron Head","","",""
"1598637775-9706","https://www.serebii.net/pokedex-sm/079.shtml","79","Wonder Room","","",""
"1598637707-9207","https://www.serebii.net/pokedex-sm/098.shtml","98","Iron Defense","","",""
"1598636689-4364","https://www.serebii.net/pokedex-sm/462.shtml","462","Iron Defense","","",""
"1598636904-5393","https://www.serebii.net/pokedex-sm/380.shtml","380","Last Resort","","",""
"1598635929-789","https://www.serebii.net/pokedex-sm/745.shtml","745","Covet","Midday Form","",""
"1598637729-9397","https://www.serebii.net/pokedex-sm/092.shtml","92","","","Grudge",""
"1598636062-1380","https://www.serebii.net/pokedex-sm/697.shtml","697","Snore","","",""
"1598636689-4366","https://www.serebii.net/pokedex-sm/462.shtml","462","Snore","","",""
"1598637439-7691","https://www.serebii.net/pokedex-sm/180.shtml","180","Focus Punch","","",""
"1598637349-7313","https://www.serebii.net/pokedex-sm/213.shtml","213","Gastro Acid","","",""
"1598636549-3615","https://www.serebii.net/pokedex-sm/512.shtml","512","Iron Tail","","",""
"1598637848-10230","https://www.serebii.net/pokedex-sm/060.shtml","60","Snore","","",""
"1598635809-298","https://www.serebii.net/pokedex-sm/787.shtml","787","Worry Seed","","",""
"1598636089-1489","https://www.serebii.net/pokedex-sm/686.shtml","686","Foul Play","","",""
"1598636609-3891","https://www.serebii.net/pokedex-sm/492.shtml","492","Synthesis","Sky Forme","",""
"1598635780-173","https://www.serebii.net/pokedex-sm/799.shtml","799","Stomping Tantrum","","",""
"1598637964-11186","https://www.serebii.net/pokedex-sm/029.shtml","29","Iron Tail","","",""
"1598638011-11592","https://www.serebii.net/pokedex-sm/016.shtml","16","","","Uproar",""
"1598637811-9990","https://www.serebii.net/pokedex-sm/069.shtml","69","","","Natural Gift",""
"1598635918-757","https://www.serebii.net/pokedex-sm/748.shtml","748","Iron Defense","","",""
"1598636910-5427","https://www.serebii.net/pokedex-sm/378.shtml","378","Block","","",""
"1598635809-292","https://www.serebii.net/pokedex-sm/787.shtml","787","Superpower","","",""
"1598637862-10352","https://www.serebii.net/pokedex-sm/056.shtml","56","","","Power Trip",""
"1598637682-9078","https://www.serebii.net/pokedex-sm/105.shtml","105","","","Chip Away",""
"1598637192-6657","https://www.serebii.net/pokedex-sm/272.shtml","272","Synthesis","","",""
"1598635942-883","https://www.serebii.net/pokedex-sm/741.shtml","741","Tailwind","","",""
"1598637889-10612","https://www.serebii.net/pokedex-sm/049.shtml","49","","","Rage Powder",""
"1598637460-7806","https://www.serebii.net/pokedex-sm/172.shtml","172","Signal Beam","","",""
"1598637006-5816","https://www.serebii.net/pokedex-sm/341.shtml","341","Knock Off","","",""
"1598637376-7439","https://www.serebii.net/pokedex-sm/203.shtml","203","Ally Switch","","",""
"1598637994-11439","https://www.serebii.net/pokedex-sm/021.shtml","21","Drill Run","","",""
"1598637693-9166","https://www.serebii.net/pokedex-sm/102.shtml","102","","","Leaf Storm",""
"1598636692-4372","https://www.serebii.net/pokedex-sm/461.shtml","461","Foul Play","","",""
"1598637516-8030","https://www.serebii.net/pokedex-sm/151.shtml","151","Earth Power","","",""
"1598636122-1659","https://www.serebii.net/pokedex-sm/673.shtml","673","Superpower","","",""
"1598637176-6601","https://www.serebii.net/pokedex-sm/278.shtml","278","Defog","","",""
"1598636993-5754","https://www.serebii.net/pokedex-sm/346.shtml","346","Seed Bomb","","",""
"1598637352-7319","https://www.serebii.net/pokedex-sm/212.shtml","212","Iron Defense","","",""
"1598638048-11743","https://www.serebii.net/pokedex-sm/005.shtml","5","","","Dragon Rush",""
"1598635794-234","https://www.serebii.net/pokedex-sm/793.shtml","793","Magic Coat","","",""
"1598635778-119","https://www.serebii.net/pokedex-sm/800.shtml","800","Gravity","Dawn Wings Necrozma","",""
"1598636594-3799","https://www.serebii.net/pokedex-sm/497.shtml","497","Dragon Pulse","","",""
"1598637778-9731","https://www.serebii.net/pokedex-sm/078.shtml","78","","","Double Kick",""
"1598637192-6654","https://www.serebii.net/pokedex-sm/272.shtml","272","Hyper Voice","","",""
"1598637063-6074","https://www.serebii.net/pokedex-sm/320.shtml","320","Icy Wind","","",""
"1598637913-10747","https://www.serebii.net/pokedex-sm/042.shtml","42","","","Pursuit",""
"1598637516-8060","https://www.serebii.net/pokedex-sm/151.shtml","151","Worry Seed","","",""
"1598637997-11486","https://www.serebii.net/pokedex-sm/020.shtml","20","","","Fury Swipes","Alola Form"
"1598636692-4380","https://www.serebii.net/pokedex-sm/461.shtml","461","Throat Chop","","",""
"1598637178-6605","https://www.serebii.net/pokedex-sm/277.shtml","277","Tailwind","","",""
"1598637934-10970","https://www.serebii.net/pokedex-sm/036.shtml","36","Last Resort","","",""
"1598637576-8425","https://www.serebii.net/pokedex-sm/134.shtml","134","","","Wish",""
"1598637761-9641","https://www.serebii.net/pokedex-sm/083.shtml","83","","","Roost",""
"1598635952-913","https://www.serebii.net/pokedex-sm/738.shtml","738","Magnet Rise","","",""
"1598637655-8871","https://www.serebii.net/pokedex-sm/112.shtml","112","Endeavor","","",""
"1598637401-7533","https://www.serebii.net/pokedex-sm/194.shtml","194","Icy Wind","","",""
"1598637790-9820","https://www.serebii.net/pokedex-sm/075.shtml","75","Focus Punch","Alola Form","",""
"1598635797-257","https://www.serebii.net/pokedex-sm/792.shtml","792","Trick","","",""
"1598637640-8751","https://www.serebii.net/pokedex-sm/116.shtml","116","","","Flail",""
"1598636240-2237","https://www.serebii.net/pokedex-sm/627.shtml","627","Superpower","","",""
"1598636109-1577","https://www.serebii.net/pokedex-sm/678.shtml","678","Snatch","","",""
"1598637458-7798","https://www.serebii.net/pokedex-sm/173.shtml","173","After You","","",""
"1598637444-7709","https://www.serebii.net/pokedex-sm/178.shtml","178","Sky Attack","","",""
"1598637058-6063","https://www.serebii.net/pokedex-sm/322.shtml","322","Stealth Rock","","",""
"1598635797-261","https://www.serebii.net/pokedex-sm/792.shtml","792","Defog","","",""
"1598638025-11614","https://www.serebii.net/pokedex-sm/012.shtml","12","Tailwind","","",""
"1598636661-4214","https://www.serebii.net/pokedex-sm/473.shtml","473","Icy Wind","","",""
"1598636710-4441","https://www.serebii.net/pokedex-sm/454.shtml","454","Dual Chop","","",""
"1598637088-6181","https://www.serebii.net/pokedex-sm/310.shtml","310","Shock Wave","","",""
"1598637663-8938","https://www.serebii.net/pokedex-sm/110.shtml","110","","","Venom Drench
USUM Only",""
"1598636752-4637","https://www.serebii.net/pokedex-sm/438.shtml","438","Block","","",""
"1598636444-3127","https://www.serebii.net/pokedex-sm/553.shtml","553","Aqua Tail","","",""
"1598636546-3602","https://www.serebii.net/pokedex-sm/513.shtml","513","Heat Wave","","",""
"1598635929-793","https://www.serebii.net/pokedex-sm/745.shtml","745","Iron Head","Midnight Form","",""
"1598636623-3957","https://www.serebii.net/pokedex-sm/487.shtml","487","Icy Wind","Altered Forme","",""
"1598637834-10117","https://www.serebii.net/pokedex-sm/064.shtml","64","Fire Punch","","",""
"1598636255-2320","https://www.serebii.net/pokedex-sm/621.shtml","621","Superpower","","",""
"1598635762-12","https://www.serebii.net/pokedex-sm/807.shtml","807","Focus Punch","","",""
"1598636195-2042","https://www.serebii.net/pokedex-sm/644.shtml","644","Snore","","",""
"1598637433-7665","https://www.serebii.net/pokedex-sm/182.shtml","182","Gastro Acid","","",""
"1598638045-11719","https://www.serebii.net/pokedex-sm/006.shtml","6","","","Beat Up",""
"1598636692-4377","https://www.serebii.net/pokedex-sm/461.shtml","461","Focus Punch","","",""
"1598637794-9885","https://www.serebii.net/pokedex-sm/074.shtml","74","","","Wide Guard","Alola Form"
"1598635813-315","https://www.serebii.net/pokedex-sm/785.shtml","785","Sky Attack","","",""
"1598636127-1685","https://www.serebii.net/pokedex-sm/671.shtml","671","Ally Switch","","",""
"1598637086-6174","https://www.serebii.net/pokedex-sm/311.shtml","311","Shock Wave","","",""
"1598637271-7007","https://www.serebii.net/pokedex-sm/242.shtml","242","Stealth Rock","","",""
"1598637990-11438","https://www.serebii.net/pokedex-sm/022.shtml","22","","","Razor Wind",""
"1598636059-1367","https://www.serebii.net/pokedex-sm/698.shtml","698","Snore","","",""
"1598636991-5753","https://www.serebii.net/pokedex-sm/347.shtml","347","Stealth Rock","","",""
"1598637938-11045","https://www.serebii.net/pokedex-sm/035.shtml","35","","","Covet",""
"1598637099-6244","https://www.serebii.net/pokedex-sm/306.shtml","306","Endeavor","","",""
"1598637251-6913","https://www.serebii.net/pokedex-sm/249.shtml","249","Giga Drain","","",""
"1598636876-5169","https://www.serebii.net/pokedex-sm/390.shtml","390","Thunder Punch","","",""
"1598635775-102","https://www.serebii.net/pokedex-sm/801.shtml","801","Snore","","",""
"1598635854-506","https://www.serebii.net/pokedex-sm/770.shtml","770","Skill Swap","","",""
"1598637486-7911","https://www.serebii.net/pokedex-sm/162.shtml","162","Shock Wave","","",""
"1598635809-289","https://www.serebii.net/pokedex-sm/787.shtml","787","Dual Chop","","",""
"1598636785-4812","https://www.serebii.net/pokedex-sm/425.shtml","425","Magic Coat","","",""
"1598636830-5005","https://www.serebii.net/pokedex-sm/408.shtml","408","Uproar","","",""
"1598637848-10241","https://www.serebii.net/pokedex-sm/060.shtml","60","","","Mud Shot",""
"1598636172-1858","https://www.serebii.net/pokedex-sm/653.shtml","653","Heat Wave","","",""
"1598636414-2983","https://www.serebii.net/pokedex-sm/564.shtml","564","Snore","","",""
"1598637934-10982","https://www.serebii.net/pokedex-sm/036.shtml","36","Water Pulse","","",""
"1598637156-6498","https://www.serebii.net/pokedex-sm/285.shtml","285","Drain Punch","","",""
"1598636626-3988","https://www.serebii.net/pokedex-sm/486.shtml","486","Gravity","","",""
"1598637682-9053","https://www.serebii.net/pokedex-sm/105.shtml","105","Endeavor","Marowak","",""
"1598636109-1574","https://www.serebii.net/pokedex-sm/678.shtml","678","Magic Room","","",""
"1598636731-4551","https://www.serebii.net/pokedex-sm/446.shtml","446","Stomping Tantrum","","",""
"1598636377-2780","https://www.serebii.net/pokedex-sm/578.shtml","578","Snatch","","",""
"1598636659-4194","https://www.serebii.net/pokedex-sm/474.shtml","474","Foul Play","","",""
"1598636302-2499","https://www.serebii.net/pokedex-sm/604.shtml","604","Bounce","","",""
"1598635806-281","https://www.serebii.net/pokedex-sm/788.shtml","788","Snore","","",""
"1598636156-1780","https://www.serebii.net/pokedex-sm/659.shtml","659","Iron Tail","","",""
"1598636094-1510","https://www.serebii.net/pokedex-sm/684.shtml","684","Snore","","",""
"1598637396-7505","https://www.serebii.net/pokedex-sm/196.shtml","196","Covet","","",""
"1598637934-10996","https://www.serebii.net/pokedex-sm/036.shtml","36","","","Belly Drum",""
"1598637831-10099","https://www.serebii.net/pokedex-sm/065.shtml","65","Telekinesis","","",""
"1598636335-2622","https://www.serebii.net/pokedex-sm/593.shtml","593","Giga Drain","","",""
"1598636817-4953","https://www.serebii.net/pokedex-sm/413.shtml","413","Ally Switch","Sandy Cloak","",""
"1598636620-3938","https://www.serebii.net/pokedex-sm/488.shtml","488","Signal Beam","","",""
"1598637516-8020","https://www.serebii.net/pokedex-sm/151.shtml","151","Drill Run","","",""
"1598637804-9929","https://www.serebii.net/pokedex-sm/071.shtml","71","Synthesis","","",""
"1598636341-2645","https://www.serebii.net/pokedex-sm/591.shtml","591","Stomping Tantrum","","",""
"1598637968-11209","https://www.serebii.net/pokedex-sm/028.shtml","28","Earth Power","Sandslash","",""
"1598636806-4894","https://www.serebii.net/pokedex-sm/417.shtml","417","Gunk Shot","","",""
"1598636757-4662","https://www.serebii.net/pokedex-sm/436.shtml","436","Iron Defense","","",""
"1598636788-4844","https://www.serebii.net/pokedex-sm/424.shtml","424","Water Pulse","","",""
"1598637722-9339","https://www.serebii.net/pokedex-sm/094.shtml","94","","","Ice Punch",""
"1598636485-3302","https://www.serebii.net/pokedex-sm/537.shtml","537","Hyper Voice","","",""
"1598637463-7816","https://www.serebii.net/pokedex-sm/171.shtml","171","Bounce","","",""
"1598637983-11395","https://www.serebii.net/pokedex-sm/024.shtml","24","","","Sucker Punch",""
"1598636390-2860","https://www.serebii.net/pokedex-sm/573.shtml","573","Covet","","",""
"1598638001-11523","https://www.serebii.net/pokedex-sm/019.shtml","19","Endeavor","Rattata","",""
"1598637601-8516","https://www.serebii.net/pokedex-sm/127.shtml","127","Snore","","",""
"1598637212-6719","https://www.serebii.net/pokedex-sm/264.shtml","264","Water Pulse","","",""
"1598637346-7303","https://www.serebii.net/pokedex-sm/214.shtml","214","Snore","","",""
"1598635946-888","https://www.serebii.net/pokedex-sm/740.shtml","740","Iron Head","","",""
"1598637277-7033","https://www.serebii.net/pokedex-sm/240.shtml","240","Thunder Punch","","",""
"1598635964-958","https://www.serebii.net/pokedex-sm/733.shtml","733","Knock Off","","",""
"1598637743-9519","https://www.serebii.net/pokedex-sm/088.shtml","88","","","Shadow Sneak","Normal"
"1598635852-492","https://www.serebii.net/pokedex-sm/771.shtml","771","Recycle","","",""
"1598637651-8839","https://www.serebii.net/pokedex-sm/113.shtml","113","Skill Swap","","",""
"1598636871-5142","https://www.serebii.net/pokedex-sm/392.shtml","392","Iron Tail","","",""
"1598638051-11767","https://www.serebii.net/pokedex-sm/004.shtml","4","","","Counter",""
