link,name,typeImageLink,categoryImageLink,basePower,battleEffect,secondaryEffect,effectRate,speedPriority,criticalHitRate,target,makesPhysicalContact
https://www.serebii.net/attackdex-sm/glitzyglow.shtml,Glitzy Glow,img/psychic.gif,img/special.png,90,The user bombards the target with telekinetic force. A wondrous wall of light is put up to weaken the power of the opposing Pokémon’s special moves.,Halves Special Attack damage inflicted on the user's side of the field,100%,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/maxlightning.shtml,Max Lightning,img/electric.gif,img/physical.png,1,This is an Electric-type attack Dynamax Pokémon use. The user turns the ground into Electric Terrain for five turns.,Activates Electric Terrain for 5 turns,-- %,0,4.17%,Opponent,No
https://www.serebii.net/attackdex-sm/boneclub.shtml,Bone Club,img/ground.gif,img/physical.png,65,The user clubs the target with a bone. This may also make the target flinch.,May cause opponent to flinch.,10%,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-sm/iceball.shtml,Ice Ball,img/ice.gif,img/physical.png,30,The user attacks the target for five turns. The move's power increases each time it hits.,Uses the same move for 5 turns; move's power raises if it hits.,-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/mimic.shtml,Mimic,img/normal.gif,img/other.png,0,The user copies the target's last move. The move can be used during battle until the Pokémon is switched out.,Copies opponents last move.,-- %,0,None,Selected Target,No
https://www.serebii.net/attackdex-sm/heartstamp.shtml,Heart Stamp,img/psychic.gif,img/physical.png,60,The user unleashes a vicious blow after its cute act makes the target less wary. This may also make the target flinch.,May cause opponent to flinch.,30%,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/bravebird.shtml,Brave Bird,img/flying.gif,img/physical.png,120,The user tucks in its wings and charges from a low altitude. This also damages the user quite a lot.,User takes recoil damage equal to a third of the damage inflicted.,-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-sm/cometpunch.shtml,Comet Punch,img/normal.gif,img/physical.png,18,The target is hit with a flurry of punches that strike two to five times in a row.,"Attacks 2-5 times in a row. 
37.5% chance of 2 hits. 37.5% chance of 3 hits. 12.5% chance of 4 hits. 12.5% chance of 5 hits",-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-sm/constrict.shtml,Constrict,img/normal.gif,img/physical.png,10,"The target is attacked with long, creeping tentacles, vines, or the like. This may also lower the target's  Speed stat.",May lower opponent's Speed one stage.,10%,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-sm/psywave.shtml,Psywave,img/psychic.gif,img/special.png,1,The target is attacked with an odd psychic wave. The attack varies in intensity.,Inflicts damage equal to 0.5 to 1.5 x  user's level.,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/dragonclaw.shtml,Dragon Claw,img/dragon.gif,img/physical.png,80,The user slashes the target with huge sharp claws.,No effect.,-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/flail.shtml,Flail,img/normal.gif,img/physical.png,1,"The user flails about aimlessly to attack. The less HP the user has, the greater the move's power.",Inflicts more damage when the user's HP is down.,-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/extremespeed.shtml,Extreme Speed,img/normal.gif,img/physical.png,80,The user charges the target at blinding speed. This move always goes first.,Has increased Speed Priority,-- %,MaxMove Power:,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/spitup.shtml,Spit Up,img/normal.gif,img/special.png,1,"The power stored using the move Stockpile is released at once in an attack. The more power is stored, the greater the move's power.",Releases power from STOCKPILE.,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/steelbeam.shtml,Steel Beam,img/steel.gif,img/special.png,140,The user fires a beam of steel that it collected from its entire body. This also damages the user.,User loses half their Maximum Hit Points. This effect is ignored by Magic Guard.,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/maxsteelspike.shtml,Max Steelspike,img/steel.gif,img/physical.png,1,This is a Steel-type attack Dynamax Pokémon use. This raises ally Pokémon's Defense stats.,Raises user and ally's Defense one stage.,-- %,0,4.17%,Opponent,No
https://www.serebii.net/attackdex-swsh/honeclaws.shtml,Hone Claws,img/dark.gif,img/other.png,0,The user sharpens its claws to boost its Attack stat and accuracy.,Raises user's Attack & Accuracy stats one stage.,-- %,0,None,Self,No
https://www.serebii.net/attackdex-swsh/grassyterrain.shtml,Grassy Terrain,img/grass.gif,img/other.png,0,The user turns the ground to grass for five turns. This restores the HP of Pokémon on the ground a little every turn and powers up Grass-type moves.,Activates Grassy Terrain for 5 turns,-- %,0,None,Field,No
https://www.serebii.net/attackdex-swsh/poisonpowder.shtml,Poison Powder,img/poison.gif,img/other.png,0,The user scatters a cloud of poisonous dust that poisons the target.,Induces Poison.,-- %,0,None,Selected Target,No
https://www.serebii.net/attackdex-swsh/precipiceblades.shtml,Precipice Blades,img/ground.gif,img/physical.png,120,The user attacks opposing Pokémon by manifesting the power of the land in fearsome blades of stone.,No effect.,-- %,0,4.17%,All Adjacent Foes,No
https://www.serebii.net/attackdex-swsh/eerieimpulse.shtml,Eerie Impulse,img/electric.gif,img/other.png,0,The user's body generates an eerie impulse. Exposing the target to it harshly lowers the target's Sp. Atk stat.,Lowers opponent's Special Attack two stages.,-- %,0,None,Selected Target,No
https://www.serebii.net/attackdex-swsh/inferno.shtml,Inferno,img/fire.gif,img/special.png,100,The user attacks by engulfing the target in an intense fire. This leaves the target with a burn.,May induce burn.,100%,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/splash.shtml,Splash,img/normal.gif,img/other.png,0,The user just flops and splashes around to no effect at all...,No effect.,-- %,0,None,Self,No
https://www.serebii.net/attackdex-sm/buzzybuzz.shtml,Buzzy Buzz,img/electric.gif,img/special.png,90,The user shoots a jolt of electricity to attack the target. This also leaves the target with paralysis.,May induce paralysis.,100%,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/sacredfire.shtml,Sacred Fire,img/fire.gif,img/physical.png,100,The target is razed with a mystical fire of great intensity. This may also leave the target with a burn.,May induce burn.,50%,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-sm/veeveevolley.shtml,Veevee Volley,img/normal.gif,img/physical.png,1,"The more Eevee loves its Trainer, the greater the move’s power. It never misses.","The happier the user, the stronger the Attack.",-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-sm/mudsport.shtml,Mud Sport,img/ground.gif,img/other.png,0,The user kicks up mud on the battlefield. This weakens Electric-type moves for five turns.,Lowers the power of Electric-type moves used on this Pokémon.,-- %,0,None,Field,No
https://www.serebii.net/attackdex-swsh/corrosivegas.shtml,Corrosive Gas,img/poison.gif,img/other.png,0,The user surrounds everything around it with highly acidic gas and melts away items they hold.,Removes the target's hold item,-- %,0,None,Selected Target,No
https://www.serebii.net/attackdex-swsh/falsesurrender.shtml,False Surrender,img/dark.gif,img/physical.png,80,"The user pretends to bow its head, but then it stabs the target with its disheveled hair. This attack never misses.",Never Misses.,-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/steelroller.shtml,Steel Roller,img/steel.gif,img/physical.png,130,The user attacks while destroying the terrain. This move fails when the ground hasn't turned into a terrain.,Destroys Terrains,100%,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/thunderfang.shtml,Thunder Fang,img/electric.gif,img/physical.png,65,The user bites with electrified fangs. This may also make the target flinch or leave it with paralysis.,May PARALYZE opponent or cause opponent to flinch.,10%,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/coreenforcer.shtml,Core Enforcer,img/dragon.gif,img/special.png,100,"If the Pokémon the user has inflicted damage on have already used their moves, this move eliminates the effect of the target's Ability.","If used after the target Attacks, the target's ability is removed",-- %,0,4.17%,All Adjacent Foes,No
https://www.serebii.net/attackdex-swsh/drainpunch.shtml,Drain Punch,img/fighting.gif,img/physical.png,75,An energy-draining punch. The user's HP is restored by half the damage taken by the target.,User recovers half the damage inflicted.,-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/pound.shtml,Pound,img/normal.gif,img/physical.png,40,"The target is physically pounded with a long tail, a foreleg, or the like.",No effect.,-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/moonlight.shtml,Moonlight,img/fairy.gif,img/other.png,0,The user restores its own HP. The amount of HP regained varies with the weather.,User restores HP.,-- %,0,None,Self,No
https://www.serebii.net/attackdex-swsh/shockwave.shtml,Shock Wave,img/electric.gif,img/special.png,60,The user strikes the target with a quick jolt of electricity. This attack never misses.,Cannot miss.,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/grudge.shtml,Grudge,img/ghost.gif,img/other.png,0,"If the user faints, the user's grudge fully depletes the PP of the opponent's move that knocked it out.","If the user faints this turn, deletes the PP of opponent's last move.",-- %,0,None,Self,No
https://www.serebii.net/attackdex-swsh/bodypress.shtml,Body Press,img/fighting.gif,img/physical.png,80,"The user attacks by slamming its body into the target. The higher the user's Defense, the more damage it can inflict on the target.",Users the user's Defense stat in damage calculation rather than Attack stat,-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/metalclaw.shtml,Metal Claw,img/steel.gif,img/physical.png,50,The target is raked with steel claws. This may also raise the user's Attack stat.,May raise user's Attack one stage.,10%,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-sm/zippyzap.shtml,Zippy Zap,img/electric.gif,img/physical.png,50,The user attacks the target with bursts of electricity at high speed. This move always goes first and results in a critical hit.,Always inflicts a Critical Hit,100%,2,100%,Selected Target,No
https://www.serebii.net/attackdex-swsh/swallow.shtml,Swallow,img/normal.gif,img/other.png,0,The power stored using the move Stockpile is absorbed by the user to heal its HP. Storing more power heals more HP.,Absorbs power from STOCKPILE and recovers HP.,-- %,0,None,Self,No
https://www.serebii.net/attackdex-swsh/headsmash.shtml,Head Smash,img/rock.gif,img/physical.png,150,"The user attacks the target with a hazardous, full-power headbutt. This also damages the user terribly.",User receives half the damage inflicted in recoil,-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/substitute.shtml,Substitute,img/normal.gif,img/other.png,0,The user creates a substitute for itself using some of its HP. The substitute serves as the user's decoy.,Creates a decoy using 1/4 of the user's maximum HP.,-- %,0,None,Self,No
https://www.serebii.net/attackdex-swsh/mysticalfire.shtml,Mystical Fire,img/fire.gif,img/special.png,75,"The user attacks by breathing a special, hot fire. This also lowers the target's Sp. Atk stat.",May lower opponent's Special Attack one stage.,100%,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/milkdrink.shtml,Milk Drink,img/normal.gif,img/other.png,0,The user restores its own HP by up to half of its max HP.,User recovers half the maximum HP.,-- %,0,None,Self,No
https://www.serebii.net/attackdex-swsh/gravapple.shtml,Grav Apple,img/grass.gif,img/physical.png,80,The user inflicts damage by dropping an apple from high above. This also lowers the target's Defense stat.,Lowers opponent's Defense one stage.,100%,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/defensecurl.shtml,Defense Curl,img/normal.gif,img/other.png,0,The user curls up to conceal weak spots and raise its Defense stat.,Raises user's Defense one stage. Damage from Rollout is increased.,-- %,0,None,Self,No
https://www.serebii.net/attackdex-sm/skyuppercut.shtml,Sky Uppercut,img/fighting.gif,img/physical.png,85,The user attacks the target with an uppercut thrown skyward with force.,Hits opponents using Fly,-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/secretsword.shtml,Secret Sword,img/fighting.gif,img/special.png,85,The user cuts with its long horn. The odd power contained in the horn does physical damage to the target.,Inflicts physical damage,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/heavyslam.shtml,Heavy Slam,img/steel.gif,img/physical.png,1,"The user slams into the target with its heavy body. The more the user outweighs the target, the greater the move's power.",Increases damage based on the weight of the user and opponent,-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/psychoboost.shtml,Psycho Boost,img/psychic.gif,img/special.png,140,The user attacks the target at full power. The attack's recoil harshly lowers the user's Sp. Atk stat.,Lowers user's Special Attack two stages.,100%,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/decorate.shtml,Decorate,img/fairy.gif,img/other.png,0,The user sharply raises the target's Attack and Sp. Atk stats by decorating the target.,Raises target's Attack and Sp. Atk by 2 stages,100%,0,None,Selected Target,No
https://www.serebii.net/attackdex-swsh/quickattack.shtml,Quick Attack,img/normal.gif,img/physical.png,40,The user lunges at the target at a speed that makes it almost invisible. This move always goes first.,Has increased Speed Priority,-- %,MaxMove Power:,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/steelwing.shtml,Steel Wing,img/steel.gif,img/physical.png,70,The target is hit with wings of steel. This may also raise the user's Defense stat.,May raise user's Defense one stage.,10%,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/eternabeam.shtml,Eternabeam,img/dragon.gif,img/special.png,160,This is Eternatus's most powerful attack in its original form. The user can't move on the next turn.,User cannot Attack on the next turn.,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/fierydance.shtml,Fiery Dance,img/fire.gif,img/special.png,80,"Cloaked in flames, the user attacks the target by dancing and flapping its wings. This may also raise the user's Sp. Atk stat.",May raise user's Special Attack one stage,50%,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-sm/shatteredpsyche.shtml,Shattered Psyche,img/psychic.gif,img/physical.png,1,"The user controls the target with its Z-Power and hurts the target with full force. The power varies, depending on the original move.",No effect.,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/amnesia.shtml,Amnesia,img/psychic.gif,img/other.png,0,The user temporarily empties its mind to forget its concerns. This sharply raises the user's Sp. Def stat.,Raises user's Special Defense two stages.,-- %,0,None,Self,No
https://www.serebii.net/attackdex-swsh/clearsmog.shtml,Clear Smog,img/poison.gif,img/special.png,50,The user attacks the target by throwing a clump of special mud. All stat changes are returned to normal.,Removes all stat changes,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/disable.shtml,Disable,img/normal.gif,img/other.png,0,"For four turns, this move prevents the target from using the move it last used.",Disables opponent's last move.,-- %,0,None,Selected Target,No
https://www.serebii.net/attackdex-sm/genesissupernova.shtml,Genesis Supernova,img/psychic.gif,img/special.png,185,"After obtaining Z-Power, the user, Mew, attacks the target with full force. The terrain will be charged with psychic energy.",Activates Psychic Terrain,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/teleport.shtml,Teleport,img/psychic.gif,img/other.png,0,"The user switches places with a party Pokémon in waiting, if any. If a wild Pokémon uses this move, it flees.",Ends wild battles.,-- %,-6,None,Self,No
https://www.serebii.net/attackdex-sm/gigavolthavoc.shtml,Gigavolt Havoc,img/electric.gif,img/physical.png,1,"The user hits the target with a powerful electric current collected by its Z-Power. The power varies, depending on the original move.",No effect.,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/g-maxmeltdown.shtml,G-Max Meltdown,img/steel.gif,img/physical.png,1,A Steel-type attack that Gigantamax Melmetal use. This move makes opponents incapable of using the same move twice in a row.,Halves Attack damage inflicted on the user's side of the field,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/helpinghand.shtml,Helping Hand,img/normal.gif,img/other.png,0,The user assists an ally by boosting the power of that ally's attack.,Increases power of ally Pokémon's Attacks by 50%,-- %,5,None,Adjacent Ally,No
https://www.serebii.net/attackdex-swsh/toxic.shtml,Toxic,img/poison.gif,img/other.png,0,A move that leaves the target badly poisoned. Its poison damage worsens every turn.,Induces severe poison.,-- %,0,None,Selected Target,No
https://www.serebii.net/attackdex-swsh/sandstorm.shtml,Sandstorm,img/rock.gif,img/other.png,0,"A five-turn sandstorm is summoned to hurt all combatants except Rock, Ground, and Steel types. It raises the Sp. Def stat of Rock types.",Causes a Sandstorm for 5 turns.,-- %,0,None,Field,No
https://www.serebii.net/attackdex-swsh/dragonascent.shtml,Dragon Ascent,img/flying.gif,img/physical.png,120,"After soaring upward, the user attacks its target by dropping out of the sky at high speeds. But it lowers its own Defense and Sp. Def stats in the process.",Lowers user's Defense & Special Defense stats by one stage.,100%,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/payback.shtml,Payback,img/dark.gif,img/physical.png,50,"The user stores power, then attacks. If the user moves after the target, this attack's power will be doubled.",Doubles damage if user moves after target,-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/wideguard.shtml,Wide Guard,img/rock.gif,img/other.png,0,The user and its allies are protected from wide-ranging attacks for one turn.,Protects all Pokémon on your team from damage that'd hit both Pokémon for one turn,-- %,3,None,Ally,No
https://www.serebii.net/attackdex-swsh/headbutt.shtml,Headbutt,img/normal.gif,img/physical.png,70,The user sticks out its head and attacks by charging straight into the target. This may also make the target flinch.,May cause opponent to flinch.,30%,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/darkpulse.shtml,Dark Pulse,img/dark.gif,img/special.png,80,The user releases a horrible aura imbued with dark thoughts. This may also make the target flinch.,May cause opponent to flinch.,20%,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/highjumpkick.shtml,High Jump Kick,img/fighting.gif,img/physical.png,130,"The target is attacked with a knee kick from a jump. If it misses, the user is hurt instead.","If Attack misses, user takes 1/2 max HP of damage.",-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/allyswitch.shtml,Ally Switch,img/psychic.gif,img/other.png,0,The user teleports using a strange power and switches places with one of its allies.,Switches place with other Pokémon on field,-- %,2,None,Self,No
https://www.serebii.net/attackdex-swsh/bubblebeam.shtml,Bubble Beam,img/water.gif,img/special.png,65,A spray of bubbles is forcefully ejected at the target. This may also lower the target's Speed stat.,May lower opponent's Speed one stage.,10%,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/safeguard.shtml,Safeguard,img/normal.gif,img/other.png,0,The user creates a protective field that prevents status conditions for five turns.,Prevents all status conditions for five turns,-- %,0,None,Ally,No
https://www.serebii.net/attackdex-swsh/megakick.shtml,Mega Kick,img/normal.gif,img/physical.png,120,The target is attacked by a kick launched with muscle-packed power.,No effect.,-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/batonpass.shtml,Baton Pass,img/normal.gif,img/other.png,0,The user switches places with a party Pokémon in waiting and passes along any stat changes.,Switches out the user but stat changes remain.,-- %,0,None,Self,No
https://www.serebii.net/attackdex-swsh/stickyweb.shtml,Sticky Web,img/bug.gif,img/other.png,0,"The user weaves a sticky net around the opposing team, which lowers their Speed stats upon switching into battle.",Sets a web that lower the opponent's Speed by one stage upon switching.,-- %,0,None,Enemy Side,No
https://www.serebii.net/attackdex-swsh/plasmafists.shtml,Plasma Fists,img/electric.gif,img/physical.png,100,The user attacks with electrically charged fists. This move changes Normal-type moves to Electric-type moves.,Changes target's Normal-type move to Electric-type.,-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-sm/all-outpummeling.shtml,All-Out Pummeling,img/fighting.gif,img/physical.png,1,"The user rams an energy orb created by its Z-Power into the target with full force. The power varies, depending on the original move.",No effect.,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/electricterrain.shtml,Electric Terrain,img/electric.gif,img/other.png,0,"The user electrifies the ground for five turns, powering up Electric-type moves. Pokémon on the ground no longer fall asleep.",Activates Electric Terrain for 5 turns,-- %,0,None,Field,No
https://www.serebii.net/attackdex-swsh/craftyshield.shtml,Crafty Shield,img/fairy.gif,img/other.png,0,The user protects itself and its allies from status moves with a mysterious power. This does not stop moves that do damage.,Prevents all Pokémon on the field from using Status moves,-- %,3,None,Ally,No
https://www.serebii.net/attackdex-swsh/furyswipes.shtml,Fury Swipes,img/normal.gif,img/physical.png,18,The target is raked with sharp claws or scythes quickly two to five times in a row.,"Attacks 2-5 times in a row. 
37.5% chance of 2 hits. 37.5% chance of 3 hits. 12.5% chance of 4 hits. 12.5% chance of 5 hits",-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/doublehit.shtml,Double Hit,img/normal.gif,img/physical.png,35,"The user slams the target with a long tail, vines, or a tentacle. The target is hit twice in a row.",Attacks twice in a row.,-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/tailwhip.shtml,Tail Whip,img/normal.gif,img/other.png,0,"The user wags its tail cutely, making opposing Pokémon less wary and lowering their Defense stats.",Lowers opponent's Defense one stage.,-- %,0,None,All Adjacent Foes,No
https://www.serebii.net/attackdex-swsh/fleurcannon.shtml,Fleur Cannon,img/fairy.gif,img/special.png,130,The user unleashes a strong beam. The attack's recoil harshly lowers the user's Sp. Atk stat.,Lowers user's Special Attack two stages.,100%,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/present.shtml,Present,img/normal.gif,img/physical.png,1,"The user attacks by giving the target a gift with a hidden trap. It restores HP sometimes, however.",May hit or heal the user or the opponent.,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/highhorsepower.shtml,High Horsepower,img/ground.gif,img/physical.png,95,The user fiercely attacks the target using its entire body.,No effect.,-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/hyperspacefury.shtml,Hyperspace Fury,img/dark.gif,img/physical.png,100,"Using its many arms, the user unleashes a barrage of attacks that ignore the effects of moves like Protect and Detect. But the user's Defense stat falls.",Hits through Protect,100%,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/aerialace.shtml,Aerial Ace,img/flying.gif,img/physical.png,60,"The user confounds the target with speed, then slashes. This attack never misses.",Cannot miss.,-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-sm/maliciousmoonsault.shtml,Malicious Moonsault,img/dark.gif,img/physical.png,180,"The user, Incineroar, strengthens its body using its Z-Power and crashes into the target with full force.",No effect.,-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/lowsweep.shtml,Low Sweep,img/fighting.gif,img/physical.png,65,"The user makes a swift attack on the target's legs, which lowers the target's Speed stat.",Lowers opponent's Speed one stage.,100%,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/burnup.shtml,Burn Up,img/fire.gif,img/special.png,130,"To inflict massive damage, the user burns itself out. After using this move, the user will no longer be Fire type.","Removes Fire-type from user. If user was pure Fire-type, it is now without a type.",-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/shadowsneak.shtml,Shadow Sneak,img/ghost.gif,img/physical.png,40,The user extends its shadow and attacks the target from behind. This move always goes first.,Has increased Speed Priority,-- %,MaxMove Power:,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/drillpeck.shtml,Drill Peck,img/flying.gif,img/physical.png,80,A corkscrewing attack that strikes the target with a sharp beak acting as a drill.,No effect.,-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/suckerpunch.shtml,Sucker Punch,img/dark.gif,img/physical.png,70,This move enables the user to attack first. This move fails if the target is not readying an attack.,Damages the opponent only if they are intending to use a damaging move. Fails if used after the opponent moves.,-- %,1,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/firelash.shtml,Fire Lash,img/fire.gif,img/physical.png,80,The user strikes the target with a burning lash. This also lowers the target's Defense stat.,Lowers opponent's Defense one stage.,100%,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/naturepower.shtml,Nature Power,img/normal.gif,img/other.png,0,This attack makes use of nature's power. Its effects vary depending on the user's environment.,Attack changes based on field,-- %,0,None,Selected Target,No
https://www.serebii.net/attackdex-swsh/brine.shtml,Brine,img/water.gif,img/special.png,65,"If the target's HP is half or less, this attack will hit with double the power.",Doubles damage if target has less than 50% HP,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/spite.shtml,Spite,img/ghost.gif,img/other.png,0,The user unleashes its grudge on the move last used by the target by cutting 4 PP from it.,Opponent's last move loses 4 PP.,-- %,0,None,Selected Target,No
https://www.serebii.net/attackdex-swsh/scorchingsands.shtml,Scorching Sands,img/ground.gif,img/special.png,70,The user throws scorching sand at the target to attack. This may also leave the target with a burn.,May induce burn.,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/iciclecrash.shtml,Icicle Crash,img/ice.gif,img/physical.png,85,The user attacks by harshly dropping large icicles onto the target. This may also make the target flinch.,May cause opponent to flinch.,30%,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/revelationdance.shtml,Revelation Dance,img/normal.gif,img/special.png,90,The user attacks the target by dancing very hard. The user's type determines the type of this move.,Type varies based on form,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/gravity.shtml,Gravity,img/psychic.gif,img/other.png,0,This move enables Flying-type Pokémon or Pokémon with the Levitate Ability to be hit by Ground-type moves. Moves that involve flying can't be used.,Removes Ground-type resistance. Prevents certain moves from being used. Lowers all Pokémon's Evasion two stages,-- %,0,None,Field,No
https://www.serebii.net/attackdex-swsh/recover.shtml,Recover,img/normal.gif,img/other.png,0,"Restoring its own cells, the user restores its own HP by half of its max HP.",User recovers half the maximum HP.,-- %,0,None,Self,No
https://www.serebii.net/attackdex-swsh/geomancy.shtml,Geomancy,img/fairy.gif,img/other.png,0,"The user absorbs energy and sharply raises its Sp. Atk, Sp. Def, and Speed stats on the next turn.","On the second turn, raises Special Attack, Special Defense & Speed two stages",-- %,0,None,Self,No
https://www.serebii.net/attackdex-swsh/acupressure.shtml,Acupressure,img/normal.gif,img/other.png,0,"The user applies pressure to stress points, sharply boosting one of its or its allies' stats.",Raises one of the user's stats randomly by two stages.,-- %,0,None,Self or Ally,No
https://www.serebii.net/attackdex-sm/feintattack.shtml,Feint Attack,img/dark.gif,img/physical.png,60,"The user approaches the target disarmingly, then throws a sucker punch. This attack never misses.",Cannot miss.,-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/triplekick.shtml,Triple Kick,img/fighting.gif,img/physical.png,10,A consecutive three-kick attack that becomes more powerful with each successful hit.,Attacks 1-3 times in a row.,-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-sm/trumpcard.shtml,Trump Card,img/normal.gif,img/special.png,1,"The fewer PP this move has, the greater its power.",Increases power the lower its PP,-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/simplebeam.shtml,Simple Beam,img/normal.gif,img/other.png,0,The user's mysterious psychic wave changes the target's Ability to Simple.,Changes target's ability to Simple,-- %,0,None,Selected Target,No
https://www.serebii.net/attackdex-swsh/psychoshift.shtml,Psycho Shift,img/psychic.gif,img/other.png,0,"Using its psychic power of suggestion, the user transfers its status conditions to the target.",Gives the target its status condition,-- %,0,None,Selected Target,No
https://www.serebii.net/attackdex-swsh/triattack.shtml,Tri Attack,img/normal.gif,img/special.png,80,"The user strikes with a simultaneous three-beam attack. This may also burn, freeze, or paralyze the target.","May induce burn, freeze or paralysis.",20%,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-sm/bide.shtml,Bide,img/normal.gif,img/physical.png,1,"The user endures attacks for two turns, then strikes back to cause double the damage taken.","User takes hits for 2 rounds, then strikes back.",-- %,1,4.17%,Self,Yes
https://www.serebii.net/attackdex-swsh/healbell.shtml,Heal Bell,img/normal.gif,img/other.png,0,The user makes a soothing bell chime to heal the status conditions of all the party Pokémon.,Heals party's status problems.,-- %,0,None,Team,No
https://www.serebii.net/attackdex-swsh/will-o-wisp.shtml,Will-O-Wisp,img/fire.gif,img/other.png,0,The user shoots a sinister flame at the target to inflict a burn.,Induces burn.,-- %,0,None,Selected Target,No
